r,y,e,u,d
[9.999999 0.0 0.0],[359.585 0.004541812 3.229992E-05],[10.41504 -0.004541812 -3.229992E-05],[0.002946845 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[359.5857 0.004541814 3.229969E-05],[10.41428 -0.004541814 -3.229969E-05],[0.007866836 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[359.5887 0.004541816 3.229987E-05],[10.41129 -0.004541816 -3.229987E-05],[0.01206982 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[359.5957 0.004541817 3.22997E-05],[10.40427 -0.004541817 -3.22997E-05],[0.01557124 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[359.609 0.004541826 3.229999E-05],[10.39096 -0.004541826 -3.229999E-05],[0.01837184 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[359.6309 0.004541837 3.229999E-05],[10.36911 -0.004541837 -3.229999E-05],[0.02051692 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[359.6636 0.004541857 3.229967E-05],[10.33636 -0.004541857 -3.229967E-05],[0.0220352 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[359.7096 0.004541881 3.229952E-05],[10.29037 -0.004541881 -3.229952E-05],[0.02296021 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[359.7709 0.004541917 3.229932E-05],[10.22913 -0.004541917 -3.229932E-05],[0.02335846 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[359.8492 0.004541961 3.229919E-05],[10.15076 -0.004541961 -3.229919E-05],[0.02327172 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[359.9462 0.004542015 3.229911E-05],[10.0538 -0.004542015 -3.229911E-05],[0.02276574 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[0.06284919 0.004542082 3.229887E-05],[9.93715 -0.004542082 -3.229887E-05],[0.02189843 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[0.1998717 0.004542159 3.229926E-05],[9.800127 -0.004542159 -3.229926E-05],[0.02073495 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[0.3574865 0.004542247 3.229946E-05],[9.642512 -0.004542247 -3.229946E-05],[0.01934014 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[0.5354655 0.004542348 3.230026E-05],[9.464534 -0.004542348 -3.230026E-05],[0.01777713 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[0.7331333 0.004542459 3.230189E-05],[9.266866 -0.004542459 -3.230189E-05],[0.0161077 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[0.9493869 0.004542581 3.230348E-05],[9.050612 -0.004542581 -3.230348E-05],[0.01439074 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[1.182726 0.004542713 3.230566E-05],[8.817273 -0.004542713 -3.230566E-05],[0.01268136 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[1.431291 0.004542853 3.230905E-05],[8.568708 -0.004542853 -3.230905E-05],[0.01103002 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[1.692911 0.004543 3.231353E-05],[8.307088 -0.004543 -3.231353E-05],[0.009481874 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[1.96516 0.004543155 3.231804E-05],[8.03484 -0.004543155 -3.231804E-05],[0.008076129 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[2.245409 0.004543313 3.23235E-05],[7.754591 -0.004543313 -3.23235E-05],[0.006845803 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[2.53089 0.004543474 3.23305E-05],[7.46911 -0.004543474 -3.23305E-05],[0.005817261 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[2.818759 0.004543636 3.233817E-05],[7.18124 -0.004543636 -3.233817E-05],[0.005010145 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[3.106155 0.004543798 3.234651E-05],[6.893844 -0.004543798 -3.234651E-05],[0.004437605 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[3.390262 0.00454396 3.235553E-05],[6.609737 -0.00454396 -3.235553E-05],[0.004105988 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[3.668361 0.004544116 3.236539E-05],[6.331637 -0.004544116 -3.236539E-05],[0.004015671 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[3.937889 0.004544269 3.237572E-05],[6.06211 -0.004544269 -3.237572E-05],[0.004161104 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[4.196476 0.004544414 3.238585E-05],[5.803523 -0.004544414 -3.238585E-05],[0.004531567 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[4.441998 0.004544555 3.23959E-05],[5.558001 -0.004544555 -3.23959E-05],[0.005111189 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[4.672602 0.004544686 3.24063E-05],[5.327397 -0.004544686 -3.24063E-05],[0.00588003 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[4.886734 0.004544807 3.241665E-05],[5.113265 -0.004544807 -3.241665E-05],[0.006815312 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.083161 0.00454492 3.242645E-05],[4.916838 -0.00454492 -3.242645E-05],[0.007890784 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.260982 0.004545019 3.243554E-05],[4.739017 -0.004545019 -3.243554E-05],[0.009078527 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.41963 0.004545111 3.2444E-05],[4.580369 -0.004545111 -3.2444E-05],[0.01034943 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.558872 0.00454519 3.245156E-05],[4.441127 -0.00454519 -3.245156E-05],[0.01167399 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.678796 0.004545259 3.245839E-05],[4.321203 -0.004545259 -3.245839E-05],[0.01302258 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.779806 0.004545315 3.246404E-05],[4.220193 -0.004545315 -3.246404E-05],[0.01436595 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.862578 0.004545363 3.246946E-05],[4.137421 -0.004545363 -3.246946E-05],[0.01567793 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.928061 0.004545399 3.247248E-05],[4.071938 -0.004545399 -3.247248E-05],[0.01693201 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.977424 0.004545429 3.247566E-05],[4.022575 -0.004545429 -3.247566E-05],[0.01810618 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.012035 0.004545447 3.247755E-05],[3.987964 -0.004545447 -3.247755E-05],[0.01917972 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.033422 0.00454546 3.247887E-05],[3.966577 -0.00454546 -3.247887E-05],[0.02013564 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.043233 0.004545466 3.247969E-05],[3.956766 -0.004545466 -3.247969E-05],[0.02096022 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.043202 0.004545466 3.247952E-05],[3.956797 -0.004545466 -3.247952E-05],[0.02164298 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.035105 0.00454546 3.247901E-05],[3.964894 -0.00454546 -3.247901E-05],[0.02217713 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.02073 0.004545453 3.247811E-05],[3.97927 -0.004545453 -3.247811E-05],[0.02255901 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.001834 0.004545441 3.247714E-05],[3.998165 -0.004545441 -3.247714E-05],[0.02278886 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.98012 0.00454543 3.247589E-05],[4.019879 -0.00454543 -3.247589E-05],[0.02286933 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.957195 0.004545416 3.247423E-05],[4.042804 -0.004545416 -3.247423E-05],[0.02280691 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.934553 0.004545404 3.247295E-05],[4.065446 -0.004545404 -3.247295E-05],[0.02261005 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.913548 0.00454539 3.247166E-05],[4.086451 -0.00454539 -3.247166E-05],[0.02229 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.895375 0.004545381 3.247056E-05],[4.104624 -0.004545381 -3.247056E-05],[0.02185982 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.881056 0.004545373 3.246995E-05],[4.118943 -0.004545373 -3.246995E-05],[0.02133432 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.871431 0.004545367 3.246922E-05],[4.128568 -0.004545367 -3.246922E-05],[0.02072943 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.867152 0.004545364 3.24694E-05],[4.132847 -0.004545364 -3.24694E-05],[0.0200619 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.868679 0.004545366 3.246902E-05],[4.13132 -0.004545366 -3.246902E-05],[0.01934905 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.876287 0.00454537 3.246971E-05],[4.123713 -0.00454537 -3.246971E-05],[0.0186081 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.890064 0.004545378 3.247035E-05],[4.109935 -0.004545378 -3.247035E-05],[0.01785624 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.909935 0.00454539 3.247155E-05],[4.090065 -0.00454539 -3.247155E-05],[0.01710932 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.935658 0.004545403 3.247306E-05],[4.064342 -0.004545403 -3.247306E-05],[0.01638301 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[5.96685 0.004545422 3.24749E-05],[4.033149 -0.004545422 -3.24749E-05],[0.01569138 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.003 0.004545442 3.247703E-05],[3.996999 -0.004545442 -3.247703E-05],[0.0150472 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.043498 0.004545467 3.24795E-05],[3.956501 -0.004545467 -3.24795E-05],[0.01446064 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.087636 0.004545491 3.248206E-05],[3.912363 -0.004545491 -3.248206E-05],[0.0139417 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.134648 0.004545517 3.248496E-05],[3.865351 -0.004545517 -3.248496E-05],[0.01349714 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.183722 0.004545545 3.248821E-05],[3.816278 -0.004545545 -3.248821E-05],[0.0131324 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.23402 0.004545575 3.249109E-05],[3.765979 -0.004545575 -3.249109E-05],[0.01285066 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.284707 0.004545603 3.24945E-05],[3.715292 -0.004545603 -3.24945E-05],[0.01265317 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.33496 0.004545631 3.249717E-05],[3.66504 -0.004545631 -3.249717E-05],[0.01253959 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.38399 0.004545659 3.25003E-05],[3.616009 -0.004545659 -3.25003E-05],[0.01250756 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.431061 0.004545686 3.250327E-05],[3.568938 -0.004545686 -3.250327E-05],[0.01255332 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.4755 0.004545711 3.250654E-05],[3.524499 -0.004545711 -3.250654E-05],[0.01267141 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.51671 0.004545734 3.250894E-05],[3.483289 -0.004545734 -3.250894E-05],[0.01285538 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.55418 0.004545757 3.251156E-05],[3.445819 -0.004545757 -3.251156E-05],[0.01309752 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.587493 0.004545775 3.251392E-05],[3.412506 -0.004545775 -3.251392E-05],[0.01338947 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.616332 0.004545792 3.251524E-05],[3.383667 -0.004545792 -3.251524E-05],[0.013722 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.640475 0.004545806 3.251704E-05],[3.359524 -0.004545806 -3.251704E-05],[0.01408587 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.659805 0.004545817 3.251827E-05],[3.340194 -0.004545817 -3.251827E-05],[0.01447159 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.674303 0.004545825 3.251897E-05],[3.325696 -0.004545825 -3.251897E-05],[0.01486923 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.684042 0.004545831 3.251993E-05],[3.315958 -0.004545831 -3.251993E-05],[0.01526993 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.689186 0.004545833 3.252004E-05],[3.310813 -0.004545833 -3.252004E-05],[0.01566452 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.689977 0.004545833 3.25203E-05],[3.310022 -0.004545833 -3.25203E-05],[0.01604508 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.686733 0.004545831 3.252026E-05],[3.313266 -0.004545831 -3.252026E-05],[0.01640383 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.679831 0.00454583 3.252004E-05],[3.320168 -0.00454583 -3.252004E-05],[0.01673417 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.669699 0.004545823 3.251892E-05],[3.3303 -0.004545823 -3.251892E-05],[0.01703051 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.656806 0.004545816 3.251786E-05],[3.343193 -0.004545816 -3.251786E-05],[0.01728827 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.64165 0.004545808 3.25173E-05],[3.358349 -0.004545808 -3.25173E-05],[0.01750368 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.624743 0.004545797 3.251629E-05],[3.375257 -0.004545797 -3.251629E-05],[0.01767448 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.606602 0.004545787 3.251507E-05],[3.393397 -0.004545787 -3.251507E-05],[0.01779913 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.587741 0.004545777 3.251373E-05],[3.412258 -0.004545777 -3.251373E-05],[0.01787742 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.568656 0.004545765 3.251222E-05],[3.431343 -0.004545765 -3.251222E-05],[0.01790979 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.549817 0.004545754 3.251138E-05],[3.450182 -0.004545754 -3.251138E-05],[0.01789836 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.531661 0.004545745 3.250988E-05],[3.468338 -0.004545745 -3.250988E-05],[0.01784502 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.514583 0.004545736 3.250901E-05],[3.485416 -0.004545736 -3.250901E-05],[0.01775343 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.498932 0.004545726 3.2508E-05],[3.501067 -0.004545726 -3.2508E-05],[0.01762721 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.485003 0.004545718 3.250687E-05],[3.514996 -0.004545718 -3.250687E-05],[0.0174713 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.473039 0.004545712 3.250605E-05],[3.52696 -0.004545712 -3.250605E-05],[0.01728978 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.463224 0.004545706 3.250559E-05],[3.536775 -0.004545706 -3.250559E-05],[0.01708828 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.455682 0.0045457 3.250487E-05],[3.544317 -0.0045457 -3.250487E-05],[0.01687215 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.450482 0.004545697 3.250475E-05],[3.549517 -0.004545697 -3.250475E-05],[0.01664643 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.44764 0.004545697 3.250441E-05],[3.552359 -0.004545697 -3.250441E-05],[0.01641634 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.447112 0.004545696 3.250482E-05],[3.552887 -0.004545696 -3.250482E-05],[0.01618744 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.44881 0.004545697 3.250446E-05],[3.551189 -0.004545697 -3.250446E-05],[0.01596397 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.452602 0.004545699 3.250493E-05],[3.547397 -0.004545699 -3.250493E-05],[0.01575052 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.458314 0.004545703 3.250541E-05],[3.541685 -0.004545703 -3.250541E-05],[0.01555125 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.465742 0.004545706 3.250589E-05],[3.534257 -0.004545706 -3.250589E-05],[0.01536934 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.47465 0.004545711 3.250625E-05],[3.525349 -0.004545711 -3.250625E-05],[0.01520791 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.484788 0.004545718 3.250716E-05],[3.515211 -0.004545718 -3.250716E-05],[0.01506914 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.495886 0.004545724 3.250783E-05],[3.504113 -0.004545724 -3.250783E-05],[0.01495495 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.507671 0.004545731 3.250864E-05],[3.492328 -0.004545731 -3.250864E-05],[0.01486609 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.519866 0.004545738 3.250925E-05],[3.480133 -0.004545738 -3.250925E-05],[0.01480354 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.532201 0.004545743 3.251015E-05],[3.467798 -0.004545743 -3.251015E-05],[0.01476688 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.544415 0.004545751 3.251063E-05],[3.455584 -0.004545751 -3.251063E-05],[0.01475563 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.556263 0.004545758 3.251162E-05],[3.443736 -0.004545758 -3.251162E-05],[0.01476856 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.567519 0.004545765 3.251267E-05],[3.43248 -0.004545765 -3.251267E-05],[0.01480445 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.577983 0.004545772 3.251322E-05],[3.422016 -0.004545772 -3.251322E-05],[0.01486078 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.587481 0.004545775 3.251379E-05],[3.412518 -0.004545775 -3.251379E-05],[0.01493553 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.595867 0.00454578 3.251416E-05],[3.404132 -0.00454578 -3.251416E-05],[0.01502624 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.603027 0.004545785 3.25146E-05],[3.396972 -0.004545785 -3.25146E-05],[0.01512988 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.608878 0.004545789 3.251516E-05],[3.391121 -0.004545789 -3.251516E-05],[0.01524368 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.613369 0.004545791 3.251547E-05],[3.386631 -0.004545791 -3.251547E-05],[0.01536465 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.616479 0.004545791 3.251562E-05],[3.38352 -0.004545791 -3.251562E-05],[0.01548985 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.618222 0.004545794 3.251571E-05],[3.381777 -0.004545794 -3.251571E-05],[0.01561616 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.618634 0.004545793 3.251571E-05],[3.381365 -0.004545793 -3.251571E-05],[0.01574115 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.617781 0.004545794 3.251547E-05],[3.382218 -0.004545794 -3.251547E-05],[0.01586193 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.615749 0.004545793 3.251536E-05],[3.38425 -0.004545793 -3.251536E-05],[0.0159765 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.612649 0.004545791 3.251552E-05],[3.38735 -0.004545791 -3.251552E-05],[0.01608206 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.608603 0.004545789 3.251547E-05],[3.391396 -0.004545789 -3.251547E-05],[0.01617778 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.60375 0.004545785 3.251462E-05],[3.396249 -0.004545785 -3.251462E-05],[0.01626143 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.598238 0.004545781 3.251452E-05],[3.401762 -0.004545781 -3.251452E-05],[0.01633206 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.592221 0.004545777 3.251407E-05],[3.407778 -0.004545777 -3.251407E-05],[0.01638879 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.585854 0.004545777 3.251353E-05],[3.414145 -0.004545777 -3.251353E-05],[0.01643144 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.579295 0.004545772 3.251305E-05],[3.420704 -0.004545772 -3.251305E-05],[0.01645923 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.572694 0.004545769 3.251264E-05],[3.427305 -0.004545769 -3.251264E-05],[0.01647281 0.0 0.0],[0.0 0.0 0.0]
[9.999999 0.0 0.0],[6.566195 0.004545764 3.251229E-05],[3.433804 -0.004545764 -3.251229E-05],[0.01647263 0.0 0.0],[0.0 0.0 0.0]
