r,y,e,u,d
[1.998781 0.06982749 2.001224],[3.799579 0.7064773 1.827301],[-1.800797 -0.6366498 0.1739228],[-0.0001006546 0.0 8.586465E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.800338 0.7065015 1.827273],[-1.801557 -0.636674 0.1739514],[-0.0003293228 0.0 9.443601E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.800461 0.7065054 1.827449],[-1.80168 -0.6366779 0.1737751],[-0.0005552667 0.0 0.000102422],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.79991 0.7064877 1.82783],[-1.801128 -0.6366602 0.1733941],[-0.0007750616 0.0 0.0001095848],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.798612 0.7064462 1.828418],[-1.799831 -0.6366187 0.172806],[-0.0009852508 0.0 0.0001156437],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.796467 0.7063774 1.829212],[-1.797686 -0.6365499 0.1720123],[-0.001182527 0.0 0.0001209196],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.793363 0.706278 1.830209],[-1.794582 -0.6364505 0.1710147],[-0.001365646 0.0 0.0001254085],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.789165 0.7061434 1.831418],[-1.790383 -0.6363159 0.1698061],[-0.001531387 0.0 0.0001282684],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.783726 0.705969 1.832829],[-1.784945 -0.6361415 0.1683953],[-0.001678396 0.0 0.0001309128],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.77688 0.7057493 1.834448],[-1.778099 -0.6359218 0.1667758],[-0.00180352 0.0 0.0001319266],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.768462 0.7054789 1.836275],[-1.769681 -0.6356514 0.1649491],[-0.001906385 0.0 0.0001319775],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.758306 0.7051525 1.838308],[-1.759525 -0.635325 0.1629159],[-0.001985909 0.0 0.0001310042],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.746265 0.7047648 1.840548],[-1.747484 -0.6349373 0.1606756],[-0.002042814 0.0 0.0001288079],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.732178 0.7043109 1.843],[-1.733397 -0.6344834 0.1582236],[-0.002075011 0.0 0.000125001],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.715902 0.7037857 1.845654],[-1.71712 -0.6339582 0.15557],[-0.002083236 0.0 0.0001209272],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.697309 0.7031848 1.848507],[-1.698528 -0.6333573 0.1527168],[-0.002068073 0.0 0.0001158126],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.676295 0.7025046 1.851559],[-1.677514 -0.6326771 0.1496654],[-0.002030623 0.0 0.0001095994],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.652773 0.7017419 1.854799],[-1.653992 -0.6319144 0.1464251],[-0.0019721 0.0 0.0001029998],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.626675 0.7008942 1.858224],[-1.627893 -0.6310667 0.1429998],[-0.001893288 0.0 9.548813E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.597959 0.6999598 1.86183],[-1.599178 -0.6301323 0.1393945],[-0.00179625 0.0 8.719754E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.566607 0.6989375 1.865606],[-1.567826 -0.62911 0.1356176],[-0.001682343 0.0 7.840415E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.532614 0.697827 1.869548],[-1.533833 -0.6279995 0.1316764],[-0.001552614 0.0 6.90344E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.49602 0.696629 1.873641],[-1.497239 -0.6268015 0.1275826],[-0.00141076 0.0 5.948889E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.456885 0.6953449 1.877875],[-1.458104 -0.6255174 0.1233487],[-0.001258548 0.0 4.990317E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.415288 0.693977 1.882239],[-1.416507 -0.6241495 0.1189854],[-0.001097387 0.0 4.009065E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.371333 0.6925282 1.88672],[-1.372552 -0.6227007 0.1145037],[-0.0009299651 0.0 3.012956E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.325138 0.691002 1.891309],[-1.326357 -0.6211745 0.1099151],[-0.0007572654 0.0 2.007956E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.276866 0.6894034 1.895986],[-1.278085 -0.6195759 0.105238],[-0.0005839355 0.0 1.062728E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.226675 0.6877372 1.900736],[-1.227893 -0.6179097 0.1004876],[-0.0004096449 0.0 1.548552E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.174763 0.6860095 1.905546],[-1.175982 -0.616182 0.09567761],[-0.0002388912 0.0 -7.276862E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.121324 0.6842266 1.910402],[-1.122542 -0.6143991 0.09082222],[-7.122991E-05 0.0 -1.574738E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.066575 0.6823955 1.915289],[-1.067793 -0.612568 0.08593547],[9.005168E-05 0.0 -2.382486E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[3.010745 0.6805235 1.920189],[-1.011964 -0.610696 0.08103538],[0.0002433984 0.0 -3.108383E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.954067 0.6786183 1.925089],[-0.9552858 -0.6087908 0.07613504],[0.0003878396 0.0 -3.79195E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.896778 0.6766877 1.929976],[-0.8979971 -0.6068602 0.07124782],[0.0005218825 0.0 -4.425688E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.839118 0.6747398 1.934838],[-0.8403368 -0.6049123 0.06638634],[0.0006446704 0.0 -5.010865E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.781331 0.672783 1.939656],[-0.7825494 -0.6029555 0.0615679],[0.0007547419 0.0 -5.497803E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.723655 0.6708251 1.944419],[-0.7248743 -0.6009976 0.05680537],[0.0008516395 0.0 -5.920884E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.666339 0.6688747 1.94911],[-0.6675582 -0.5990472 0.05211449],[0.0009336869 0.0 -6.246872E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.609597 0.6669393 1.953721],[-0.6108162 -0.5971118 0.04750323],[0.001002859 0.0 -6.542073E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.553647 0.6650266 1.95824],[-0.5548656 -0.5951991 0.04298365],[0.001058003 0.0 -6.763486E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.498692 0.6631438 1.962652],[-0.4999108 -0.5933163 0.03857172],[0.001099329 0.0 -6.867439E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.444938 0.661298 1.966949],[-0.446157 -0.5914705 0.03427505],[0.001125819 0.0 -6.925246E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.392559 0.6594957 1.971123],[-0.3937776 -0.5896682 0.03010058],[0.001139459 0.0 -6.938854E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.341711 0.6577424 1.975164],[-0.3429301 -0.5879149 0.02606034],[0.001140883 0.0 -6.854814E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.292547 0.6560438 1.979063],[-0.2937653 -0.5862163 0.02216113],[0.001129833 0.0 -6.716107E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.2452 0.6544049 1.982818],[-0.2464187 -0.5845774 0.0184058],[0.001106917 0.0 -6.555227E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.199774 0.6528295 1.986426],[-0.2009926 -0.583002 0.01479757],[0.001074461 0.0 -6.365366E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.156367 0.6513216 1.989884],[-0.1575854 -0.5814941 0.01134014],[0.001032117 0.0 -6.138388E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.115051 0.649884 1.993184],[-0.1162696 -0.5800565 0.00804019],[0.0009816469 0.0 -5.842094E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.075887 0.648519 1.996326],[-0.07710624 -0.5786915 0.004897833],[0.0009235212 0.0 -5.533715E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.038914 0.6472285 1.999312],[-0.04013324 -0.577401 0.001911759],[0.0008593575 0.0 -5.224335E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[2.004149 0.6460132 2.002138],[-0.005368233 -0.5761857 -0.00091362],[0.000790588 0.0 -4.857581E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.971605 0.6448742 2.004802],[0.02717602 -0.5750467 -0.003578186],[0.0007172598 0.0 -4.469992E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.941252 0.6438104 2.007311],[0.05752897 -0.5739829 -0.006086588],[0.0006429873 0.0 -4.104354E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.913075 0.6428216 2.009665],[0.08570647 -0.5729941 -0.008441448],[0.0005662505 0.0 -3.740787E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.887033 0.6419069 2.01187],[0.1117487 -0.5720794 -0.01064587],[0.0004890838 0.0 -3.382457E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.863068 0.641064 2.013926],[0.1357135 -0.5712366 -0.01270199],[0.0004129903 0.0 -3.019164E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.8411 0.6402909 2.015836],[0.1576817 -0.5704634 -0.01461244],[0.000340074 0.0 -2.653967E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.821065 0.6395851 2.017605],[0.1777158 -0.5697576 -0.01638055],[0.0002685747 0.0 -2.292426E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.802874 0.6389437 2.019241],[0.1959069 -0.5691162 -0.01801729],[0.0002011817 0.0 -2.006215E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.786438 0.6383637 2.020749],[0.2123437 -0.5685362 -0.01952505],[0.0001377308 0.0 -1.715992E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.771656 0.6378418 2.022131],[0.2271253 -0.5680143 -0.02090716],[7.928683E-05 0.0 -1.429753E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.758435 0.6373746 2.023393],[0.2403458 -0.5675471 -0.02216864],[2.551982E-05 0.0 -1.162729E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.746673 0.6369588 2.024541],[0.2521082 -0.5671313 -0.02331686],[-2.261195E-05 0.0 -9.377041E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.736256 0.6365903 2.025583],[0.2625252 -0.5667628 -0.02435875],[-6.398591E-05 0.0 -7.513106E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.72708 0.6362655 2.026527],[0.2717016 -0.566438 -0.02530289],[-9.912334E-05 0.0 -6.205129E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.719032 0.6359807 2.027376],[0.2797494 -0.5661532 -0.0261519],[-0.0001271093 0.0 -4.904951E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.712018 0.6357321 2.028138],[0.2867631 -0.5659046 -0.02691364],[-0.0001493525 0.0 -4.107077E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.705936 0.6355166 2.028814],[0.292845 -0.5656891 -0.02759027],[-0.0001648788 0.0 -3.284823E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.700686 0.6353306 2.029413],[0.2980949 -0.5655031 -0.02818894],[-0.0001736869 0.0 -2.909683E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.69618 0.6351708 2.029943],[0.3026015 -0.5653433 -0.02871895],[-0.0001765419 0.0 -3.202081E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.692337 0.6350346 2.030401],[0.3064439 -0.5652071 -0.02917695],[-0.0001741248 0.0 -2.986199E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.689074 0.6349188 2.030794],[0.3097075 -0.5650913 -0.0295701],[-0.0001656455 0.0 -3.235385E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.686315 0.634821 2.031133],[0.3124664 -0.5649935 -0.02990913],[-0.0001519098 0.0 -4.308216E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.684013 0.6347393 2.031418],[0.3147684 -0.5649118 -0.03019404],[-0.0001351959 0.0 -5.218328E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.682097 0.6346714 2.03165],[0.3166838 -0.5648439 -0.03042555],[-0.0001132751 0.0 -6.02525E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.680525 0.6346155 2.031833],[0.3182559 -0.564788 -0.03060889],[-8.845728E-05 0.0 -7.154391E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.679254 0.6345705 2.031967],[0.3195273 -0.564743 -0.03074336],[-6.072489E-05 0.0 -8.052068E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.678251 0.6345349 2.032057],[0.3205307 -0.5647074 -0.03083277],[-3.087442E-05 0.0 -9.138691E-06],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.677483 0.6345075 2.032104],[0.321298 -0.56468 -0.0308795],[1.103456E-06 0.0 -1.028631E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.676937 0.6344882 2.03211],[0.3218447 -0.5646607 -0.03088617],[3.372275E-05 0.0 -1.152041E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.676603 0.6344764 2.032078],[0.3221786 -0.5646489 -0.03085399],[6.629567E-05 0.0 -1.270906E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.676473 0.6344718 2.032009],[0.3223079 -0.5646443 -0.03078485],[9.885416E-05 0.0 -1.391897E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.676547 0.6344744 2.031903],[0.3222345 -0.5646469 -0.03067899],[0.0001307865 0.0 -1.499314E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.676828 0.6344844 2.03176],[0.3219534 -0.5646569 -0.03053641],[0.0001614327 0.0 -1.590409E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.677318 0.6345018 2.031585],[0.3214631 -0.5646743 -0.0303607],[0.0001910584 0.0 -1.698626E-05],[0.0 0.0 0.0]
[1.998781 0.06982749 2.001224],[1.678033 0.6345271 2.031376],[0.3207482 -0.5646996 -0.03015232],[0.0002183086 0.0 -1.795385E-05],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.678984 0.6345609 2.031134],[0.313408 -0.4601786 2.9719],[0.0002424107 0.0 0.000453658],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.680195 0.6346038 2.030933],[0.3121973 -0.4602215 2.9721],[0.0002632527 0.0 0.0009181642],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.681684 0.6346566 2.030926],[0.3107088 -0.4602743 2.972108],[0.0002811 0.0 0.001368199],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.68347 0.6347199 2.031319],[0.3089222 -0.4603376 2.971714],[0.0002956872 0.0 0.001797618],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.68557 0.6347944 2.032375],[0.3068228 -0.4604121 2.970658],[0.0003073973 0.0 0.00220058],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.688014 0.6348813 2.034396],[0.3043786 -0.460499 2.968637],[0.0003144889 0.0 0.002571973],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.690812 0.6349808 2.037719],[0.3015802 -0.4605985 2.965314],[0.0003189126 0.0 0.002907013],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.693974 0.6350935 2.042703],[0.2984182 -0.4607112 2.96033],[0.0003205969 0.0 0.003202239],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.697518 0.6352202 2.049728],[0.294874 -0.4608379 2.953305],[0.0003185631 0.0 0.003453894],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.701463 0.6353617 2.059174],[0.2909292 -0.4609795 2.943859],[0.0003126995 0.0 0.003660163],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.70581 0.6355186 2.071419],[0.2865822 -0.4611363 2.931614],[0.0003044575 0.0 0.003819377],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.710577 0.6356918 2.086829],[0.2818151 -0.4613096 2.916204],[0.0002922135 0.0 0.003930517],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.715766 0.6358818 2.105753],[0.2766268 -0.4614995 2.89728],[0.0002774625 0.0 0.003993502],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.721375 0.6360891 2.128511],[0.2710176 -0.4617069 2.874522],[0.0002602144 0.0 0.004009042],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.727405 0.6363148 2.155395],[0.2649877 -0.4619325 2.847638],[0.0002404483 0.0 0.003977935],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.733853 0.6365593 2.186658],[0.2585394 -0.462177 2.816375],[0.0002182588 0.0 0.003902017],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.7407 0.6368231 2.222512],[0.2516922 -0.4624408 2.780521],[0.0001952329 0.0 0.003783445],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.747935 0.6371064 2.263122],[0.2444574 -0.4627241 2.739911],[0.0001706257 0.0 0.003625385],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.755537 0.63741 2.308603],[0.2368559 -0.4630278 2.69443],[0.0001453178 0.0 0.003430863],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.763492 0.6377344 2.35902],[0.2289008 -0.4633521 2.644013],[0.0001185977 0.0 0.003203591],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.771777 0.6380799 2.414386],[0.2206155 -0.4636976 2.588648],[9.143731E-05 0.0 0.002947592],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.780353 0.6384462 2.474664],[0.2120391 -0.4640639 2.528369],[6.537504E-05 0.0 0.002666397],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.789197 0.6388337 2.539767],[0.2031952 -0.4644514 2.463266],[3.904685E-05 0.0 0.002364542],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.798276 0.6392421 2.609553],[0.1941161 -0.4648598 2.39348],[1.333277E-05 0.0 0.002046657],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.807543 0.6396707 2.683828],[0.184849 -0.4652885 2.319206],[-1.025761E-05 0.0 0.001717606],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.816974 0.6401195 2.762358],[0.1754189 -0.4657372 2.240675],[-3.368617E-05 0.0 0.001381067],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.826527 0.6405875 2.844866],[0.1658658 -0.4662052 2.158167],[-5.542747E-05 0.0 0.001041674],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.836163 0.6410739 2.931034],[0.156229 -0.4666917 2.071999],[-7.543118E-05 0.0 0.0007036342],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.845853 0.6415779 3.02051],[0.1465393 -0.4671956 1.982523],[-9.435911E-05 0.0 0.0003709735],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.855547 0.6420975 3.112907],[0.136845 -0.4677153 1.890126],[-0.0001104297 0.0 4.766396E-05],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.86521 0.6426314 3.207824],[0.1271828 -0.4682491 1.795209],[-0.0001245397 0.0 -0.0002634478],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.874818 0.6431783 3.304824],[0.1175742 -0.4687961 1.698209],[-0.0001380112 0.0 -0.0005581753],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.884328 0.6437359 3.403465],[0.1080644 -0.4693537 1.599568],[-0.0001484712 0.0 -0.0008343845],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.893712 0.6443025 3.503293],[0.09868002 -0.4699203 1.49974],[-0.0001575037 0.0 -0.001089365],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.902935 0.6448755 3.603846],[0.08945704 -0.4704932 1.399188],[-0.000164087 0.0 -0.001320942],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.911971 0.6454529 3.704662],[0.08042121 -0.4710706 1.298371],[-0.0001690274 0.0 -0.001527344],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.920788 0.6460319 3.805289],[0.07160401 -0.4716496 1.197744],[-0.0001716481 0.0 -0.001707498],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.929362 0.6466099 3.90528],[0.06303084 -0.4722276 1.097753],[-0.0001723676 0.0 -0.001860264],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.937677 0.6471851 4.004203],[0.05471528 -0.4728028 0.9988298],[-0.0001721688 0.0 -0.001985168],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.945705 0.6477542 4.101644],[0.04668748 -0.4733719 0.9013896],[-0.0001693805 0.0 -0.002081861],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.953431 0.648315 4.197211],[0.03896129 -0.4739327 0.8058224],[-0.0001653909 0.0 -0.002150855],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.960845 0.6488655 4.290539],[0.03154778 -0.4744832 0.7124944],[-0.0001603581 0.0 -0.002192569],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.967925 0.6494026 4.381291],[0.02446723 -0.4750203 0.6217418],[-0.0001533153 0.0 -0.002208044],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.97467 0.6499249 4.469161],[0.01772261 -0.4755427 0.5338721],[-0.0001457738 0.0 -0.002198257],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.981069 0.6504302 4.553873],[0.01132357 -0.4760479 0.4491601],[-0.0001370337 0.0 -0.002164654],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.987112 0.6509162 4.63519],[0.005280495 -0.4765339 0.3678432],[-0.000126934 0.0 -0.002109182],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.992806 0.651382 4.712908],[-0.0004134178 -0.4769998 0.2901249],[-0.0001170104 0.0 -0.002033579],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[1.998149 0.6518261 4.78686],[-0.005756378 -0.4774439 0.2161727],[-0.0001064186 0.0 -0.001939915],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.003148 0.6522481 4.856918],[-0.01075542 -0.4778659 0.1461148],[-9.593545E-05 0.0 -0.001830647],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.007801 0.6526465 4.922987],[-0.01540864 -0.4782643 0.08004665],[-8.468435E-05 0.0 -0.001707782],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.012123 0.6530214 4.985007],[-0.01973021 -0.4786391 0.01802635],[-7.413429E-05 0.0 -0.001573849],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.016118 0.6533722 5.042955],[-0.02372587 -0.4789899 -0.03992176],[-6.348453E-05 0.0 -0.0014312],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.019801 0.6536992 5.096839],[-0.02740896 -0.4793169 -0.09380627],[-5.343248E-05 0.0 -0.001282228],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.023176 0.6540019 5.146699],[-0.03078401 -0.4796196 -0.1436663],[-4.3143E-05 0.0 -0.00112923],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.026262 0.6542813 5.192602],[-0.03386986 -0.479899 -0.1895685],[-3.394665E-05 0.0 -0.0009743611],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.029069 0.6545375 5.234642],[-0.036677 -0.4801552 -0.2316089],[-2.507924E-05 0.0 -0.000820032],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.031608 0.6547712 5.272944],[-0.03921568 -0.4803889 -0.2699108],[-1.651614E-05 0.0 -0.0006686489],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.033902 0.6549838 5.307645],[-0.04150999 -0.4806015 -0.3046122],[-9.571569E-06 0.0 -0.0005214776],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.035959 0.6551756 5.338908],[-0.04356706 -0.4807934 -0.3358746],[-2.692813E-06 0.0 -0.0003807698],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.0378 0.6553481 5.366907],[-0.04540789 -0.4809659 -0.3638735],[2.81335E-06 0.0 -0.0002479455],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.039446 0.6555032 5.391831],[-0.04705369 -0.4811209 -0.3887978],[6.874503E-06 0.0 -0.0001244619],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.040905 0.6556413 5.413876],[-0.04851305 -0.481259 -0.4108424],[1.063876E-05 0.0 -1.117889E-05],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.042189 0.6557633 5.43325],[-0.04979646 -0.4813811 -0.4302168],[1.391972E-05 0.0 9.021714E-05],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.043319 0.655871 5.45016],[-0.05092657 -0.4814888 -0.4471269],[1.554642E-05 0.0 0.0001796281],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.044302 0.6559649 5.464815],[-0.05190909 -0.4815826 -0.4617815],[1.706298E-05 0.0 0.0002563472],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.045156 0.6560467 5.477423],[-0.05276358 -0.4816645 -0.4743896],[1.715421E-05 0.0 0.0003198955],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.0459 0.6561182 5.488189],[-0.05350769 -0.4817359 -0.4851556],[1.594367E-05 0.0 0.0003701695],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.046543 0.6561801 5.497313],[-0.05415022 -0.4817978 -0.4942799],[1.421751E-05 0.0 0.0004070505],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.04709 0.6562328 5.504987],[-0.05469716 -0.4818506 -0.5019536],[1.222869E-05 0.0 0.0004308593],[0.0 0.0 0.0]
[1.992392 0.1743823 5.003033],[2.047554 0.6562776 5.511389],[-0.0551616 -0.4818953 -0.5083556],[9.287993E-06 0.0 0.0004422402],[0.0 0.0 0.0]
