r,y,e,u,d
1.998781,3.79957866668701,-1.80079746246338,-0.000100654613293782,0.0
1.998781,3.80033779144287,-1.80155658721924,-0.000329322780252994,0.0
1.998781,3.80046081542969,-1.80167961120605,-0.000555266759226958,0.0
1.998781,3.7999095916748,-1.80112838745117,-0.000775061601997751,0.0
1.998781,3.79861235618591,-1.79983115196228,-0.000985250805656257,0.0
1.998781,3.79646682739258,-1.79768562316895,-0.00118252723755324,0.0
1.998781,3.79336333274841,-1.79458212852478,-0.00136564598225064,0.0
1.998781,3.78916454315186,-1.79038333892822,-0.00153138740784764,0.0
1.998781,3.78372645378113,-1.7849452495575,-0.00167839587081947,0.0
1.998781,3.77688002586365,-1.77809882164001,-0.00180351992000782,0.0
1.998781,3.76846170425415,-1.76968050003052,-0.00190638484738753,0.0
1.998781,3.75830602645874,-1.75952482223511,-0.00198590896797679,0.0
1.998781,3.74626493453979,-1.74748373031616,-0.00204281418035474,0.0
1.998781,3.732177734375,-1.73339653015137,-0.00207501065911231,0.0
1.998781,3.71590161323547,-1.71712040901184,-0.00208323612826727,0.0
1.998781,3.69730949401855,-1.69852828979492,-0.00206807309217111,0.0
1.998781,3.67629504203796,-1.67751383781433,-0.00203062320018976,0.0
1.998781,3.65277314186096,-1.65399193763733,-0.00197209954273952,0.0
1.998781,3.62667465209961,-1.62789344787598,-0.00189328752897605,0.0
1.998781,3.59795928001404,-1.59917807579041,-0.00179625028035191,0.0
1.998781,3.5666069984436,-1.56782579421997,-0.00168234320049226,0.0
1.998781,3.53261399269104,-1.53383278846741,-0.00155261385374761,0.0
1.998781,3.49601984024048,-1.49723863601685,-0.0014107596565654,0.0
1.998781,3.45688533782959,-1.45810413360596,-0.00125854806774761,0.0
1.998781,3.415287733078,-1.41650652885437,-0.00109738718404817,0.0
1.998781,3.371333360672,-1.37255215644836,-0.000929965066817751,0.0
1.998781,3.32513833045959,-1.32635712623596,-0.000757265396537699,0.0
1.998781,3.27686643600464,-1.27808523178101,-0.000583935557188886,0.0
1.998781,3.22667455673218,-1.22789335250854,-0.000409644919142971,0.0
1.998781,3.17476344108582,-1.17598223686218,-0.000238891163954924,0.0
1.998781,3.12132358551025,-1.12254238128662,-7.12299083927559E-05,0.0
1.998781,3.06657457351685,-1.06779336929321,9.00516844076216E-05,0.0
1.998781,3.01074528694153,-1.0119640827179,0.000243398379072668,0.0
1.998781,2.95406699180603,-0.955285787582397,0.000387839584869931,0.0
1.998781,2.89677834510803,-0.897997140884399,0.000521882490643555,0.0
1.998781,2.83911800384521,-0.840336799621582,0.000644670370073375,0.0
1.998781,2.78133058547974,-0.782549381256104,0.000754741904244016,0.0
1.998781,2.72365546226501,-0.724874258041382,0.000851639541609828,0.0
1.998781,2.66633939743042,-0.667558193206787,0.00093368687347134,0.0
1.998781,2.6095974445343,-0.610816240310669,0.00100285898565988,0.0
1.998781,2.55364680290222,-0.554865598678589,0.00105800289836483,0.0
1.998781,2.49869203567505,-0.499910831451416,0.00109932916907859,0.0
1.998781,2.44493818283081,-0.446156978607178,0.00112581911650145,0.0
1.998781,2.39255881309509,-0.39377760887146,0.00113945926481357,0.0
1.998781,2.3417112827301,-0.34293007850647,0.00114088283101252,0.0
1.998781,2.29254651069641,-0.293765306472778,0.001129833042847,0.0
1.998781,2.24519991874695,-0.246418714523315,0.00110691699338458,0.0
1.998781,2.19977378845215,-0.200992584228516,0.00107446079372553,0.0
1.998781,2.15636658668518,-0.157585382461548,0.00103211689688734,0.0
1.998781,2.11505079269409,-0.116269588470459,0.000981646904735983,0.0
1.998781,2.07588744163513,-0.077106237411499,0.000923521169965719,0.0
1.998781,2.03891444206238,-0.0401332378387451,0.000859357539509109,0.0
1.998781,2.00414943695068,-0.00536823272705078,0.000790588038628831,0.0
1.998781,1.97160518169403,0.0271760225296021,0.000717259840902512,0.0
1.998781,1.9412522315979,0.0575289726257324,0.000642987333317802,0.0
1.998781,1.91307473182678,0.0857064723968506,0.000566250452356226,0.0
1.998781,1.8870325088501,0.111748695373535,0.000489083789280642,0.0
1.998781,1.86306774616241,0.135713458061218,0.000412990247407041,0.0
1.998781,1.84109950065613,0.157681703567505,0.000340073941386687,0.0
1.998781,1.8210654258728,0.17771577835083,0.000268574722188997,0.0
1.998781,1.80287432670593,0.1959068775177,0.000201181695760499,0.0
1.998781,1.78643751144409,0.212343692779541,0.000137730820530008,0.0
1.998781,1.77165591716766,0.227125287055969,7.92868338859443E-05,0.0
1.998781,1.7584353685379,0.24034583568573,2.55198235223075E-05,0.0
1.998781,1.74667298793793,0.252108216285706,-2.26119536498037E-05,0.0
1.998781,1.73625600337982,0.262525200843811,-6.39859057464942E-05,0.0
1.998781,1.72707962989807,0.271701574325562,-9.91233376673728E-05,0.0
1.998781,1.7190318107605,0.279749393463135,-0.000127109316417601,0.0
1.998781,1.71201813220978,0.286763072013855,-0.000149352502429506,0.0
1.998781,1.70593619346619,0.292845010757446,-0.000164878837556476,0.0
1.998781,1.70068633556366,0.298094868659973,-0.000173686951196128,0.0
1.998781,1.69617974758148,0.302601456642151,-0.000176541922274898,0.0
1.998781,1.69233727455139,0.306443929672241,-0.000174124755186716,0.0
1.998781,1.68907368183136,0.309707522392273,-0.000165645547551302,0.0
1.998781,1.68631482124329,0.312466382980347,-0.000151909809301437,0.0
1.998781,1.68401277065277,0.314768433570862,-0.000135195940625471,0.0
1.998781,1.68209743499756,0.316683769226074,-0.000113275086187414,0.0
1.998781,1.68052530288696,0.31825590133667,-8.84572825272656E-05,0.0
