position,rotation,velocity,angular_velocity
[32.09457 0.1000907 31.77378],[0.9968575 -0.0701683 0.01815881 -0.03196613],[1.501188 0.0 -2.179656],[0.001994238 0.007261829 0.05173453]
[32.12459 0.1000907 31.72999],[0.9968779 -0.07015873 0.01820451 -0.03131789],[1.501087 0.0 -2.189672],[0.002420925 0.009036076 0.0643482]
[32.15461 0.1000907 31.686],[0.996902 -0.07014751 0.01825982 -0.03053323],[1.500733 0.0 -2.199601],[0.002889187 0.01093982 0.07788775]
[32.18461 0.1000907 31.64181],[0.9969298 -0.07013443 0.01832524 -0.02960501],[1.500077 0.0 -2.209442],[0.003392323 0.01294253 0.09213568]
[32.21459 0.1000907 31.59742],[0.9969608 -0.07011915 0.01840107 -0.02852887],[1.499065 0.0 -2.219194],[0.003937293 0.01500452 0.1068165]
[32.24454 0.1000907 31.55285],[0.9969947 -0.07010162 0.01848742 -0.02730283],[1.497641 0.0 -2.228856],[0.004488308 0.01709368 0.1216902]
[32.27446 0.1000907 31.50808],[0.9970312 -0.07008173 0.01858424 -0.02592764],[1.495751 0.0 -2.238427],[0.005044583 0.019172 0.1364897]
[32.30432 0.1000907 31.46312],[0.9970691 -0.07005937 0.01869128 -0.02440672],[1.493341 0.0 -2.247906],[0.005599686 0.02120166 0.1509468]
[32.33413 0.1000907 31.41797],[0.9971079 -0.07003459 0.0188081 -0.02274579],[1.490357 0.0 -2.257292],[0.006131963 0.02315184 0.1648366]
[32.36386 0.1000907 31.37264],[0.9971467 -0.07000732 0.01893415 -0.02095282],[1.486749 0.0 -2.266582],[0.006649885 0.02498995 0.1779331]
[32.39351 0.1000907 31.32713],[0.9971846 -0.06997757 0.0190687 -0.01903772],[1.482472 0.0 -2.275777],[0.007140337 0.02668945 0.1900442]
[32.42306 0.1000907 31.28143],[0.9972207 -0.06994556 0.01921088 -0.01701267],[1.477482 0.0 -2.284875],[0.007577296 0.02821982 0.2009483]
[32.4525 0.1000907 31.23555],[0.9972543 -0.06991139 0.01935976 -0.01489102],[1.471743 0.0 -2.293874],[0.007971283 0.02956368 0.2105251]
[32.4818 0.1000907 31.1895],[0.9972841 -0.06987522 0.01951426 -0.01268775],[1.465223 0.0 -2.302774],[0.008311976 0.03069904 0.2186168]
[32.51096 0.1000907 31.14326],[0.99731 -0.06983725 0.01967327 -0.01041865],[1.457896 0.0 -2.311574],[0.008596896 0.03161451 0.225142]
[32.53996 0.1000907 31.09686],[0.9973311 -0.06979766 0.01983561 -0.008100412],[1.449742 0.0 -2.320272],[0.008825451 0.03229732 0.2300103]
[32.56877 0.1000907 31.05028],[0.9973469 -0.06975679 0.02000007 -0.005750193],[1.44075 0.0 -2.32887],[0.008982474 0.03274174 0.2331787]
[32.59739 0.1000907 31.00353],[0.9973574 -0.06971497 0.02016545 -0.003385249],[1.430913 0.0 -2.337364],[0.009069224 0.0329461 0.2346359]
[32.62579 0.1000907 30.95662],[0.9973622 -0.06967247 0.02033055 -0.001022635],[1.420233 0.0 -2.345757],[0.009093593 0.03291315 0.2344022]
[32.65397 0.1000907 30.90954],[0.9973616 -0.06962955 0.0204942 0.001320796],[1.408716 0.0 -2.354048],[0.009056853 0.03264574 0.2324977]
[32.6819 0.1000907 30.86229],[0.9973555 -0.06958656 0.02065527 0.003628971],[1.396378 0.0 -2.362237],[0.008954916 0.03215475 0.2289998]
[32.70956 0.1000907 30.81488],[0.9973444 -0.06954382 0.02081269 0.005886288],[1.383239 0.0 -2.370326],[0.008791015 0.03144677 0.2239552]
[32.73695 0.1000907 30.76732],[0.9973288 -0.06950153 0.02096548 0.008078569],[1.369324 0.0 -2.378314],[0.008581556 0.03054167 0.2175047]
[32.76404 0.1000907 30.71959],[0.9973093 -0.06946004 0.02111274 0.01019271],[1.354666 0.0 -2.386203],[0.008316228 0.02945421 0.2097546]
[32.79082 0.1000907 30.67171],[0.9972863 -0.06941964 0.02125364 0.01221687],[1.339301 0.0 -2.393994],[0.007999104 0.02820206 0.2008314]
[32.81729 0.1000907 30.62368],[0.9972608 -0.06938069 0.02138749 0.01414069],[1.323269 0.0 -2.40169],[0.007633345 0.02680543 0.1908796]
[32.84342 0.1000907 30.57549],[0.9972333 -0.0693434 0.02151368 0.01595542],[1.306616 0.0 -2.409291],[0.007230632 0.0252869 0.1800595]
[32.86921 0.1000907 30.52716],[0.9972045 -0.06930801 0.0216317 0.0176535],[1.289389 0.0 -2.416801],[0.00679452 0.0236631 0.1684897]
[32.89464 0.1000907 30.47867],[0.9971753 -0.06927475 0.02174118 0.01922928],[1.271638 0.0 -2.424221],[0.006329044 0.02196019 0.1563577]
[32.91971 0.1000907 30.43004],[0.9971463 -0.06924371 0.02184183 0.02067866],[1.253414 0.0 -2.431553],[0.005851763 0.02020048 0.1438196]
[32.9444 0.1000907 30.38127],[0.997118 -0.06921504 0.02193351 0.02199921],[1.234772 0.0 -2.438802],[0.005358402 0.01840663 0.1310397]
[32.96872 0.1000907 30.33235],[0.997091 -0.06918886 0.02201615 0.02318997],[1.215764 0.0 -2.445968],[0.004852958 0.01659887 0.118163]
[32.99265 0.1000907 30.28329],[0.9970658 -0.06916519 0.0220898 0.02425137],[1.196444 0.0 -2.453055],[0.004351597 0.01479711 0.1053277]
[33.01619 0.1000907 30.23408],[0.9970426 -0.06914402 0.02215458 0.02518527],[1.176865 0.0 -2.460066],[0.003856161 0.0130213 0.0926773]
[33.03933 0.1000907 30.18474],[0.997022 -0.06912537 0.02221073 0.02599477],[1.157079 0.0 -2.467003],[0.003368512 0.0112883 0.08033305]
[33.06207 0.1000907 30.13527],[0.9970038 -0.06910923 0.02225855 0.02668422],[1.137136 0.0 -2.47387],[0.002890964 0.009615574 0.06842063]
[33.08441 0.1000907 30.08565],[0.9969883 -0.06909546 0.0222984 0.02725887],[1.117085 0.0 -2.480668],[0.00243793 0.00801612 0.05702805]
[33.10635 0.1000907 30.03591],[0.9969755 -0.06908403 0.02233075 0.02772517],[1.096969 0.0 -2.487401],[0.002003273 0.006506133 0.04627533]
[33.12789 0.1000907 29.98602],[0.9969653 -0.06907487 0.02235605 0.02808997],[1.076833 0.0 -2.494071],[0.00158731 0.005091115 0.03620249]
[33.14902 0.1000907 29.93601],[0.9969577 -0.06906774 0.02237486 0.028361],[1.056716 0.0 -2.50068],[0.001211028 0.003784291 0.02689633]
[33.16975 0.1000907 29.88587],[0.9969525 -0.06906249 0.02238774 0.02854648],[1.036655 0.0 -2.507231],[0.0008665275 0.002591956 0.01840569]
[33.19009 0.1000907 29.83559],[0.9969495 -0.06905901 0.02239528 0.02865489],[1.016682 0.0 -2.513725],[0.0005464386 0.001517207 0.01075643]
[33.21002 0.1000907 29.78519],[0.9969484 -0.06905711 0.02239808 0.02869488],[0.9968259 0.0 -2.520165],[0.0002634297 0.000563278 0.003966669]
[33.22956 0.1000907 29.73466],[0.9969491 -0.06905659 0.02239676 0.02867536],[0.9771135 0.0 -2.526552],[1.633519E-05 -0.0002666276 -0.001939873]
[33.24871 0.1000907 29.684],[0.9969512 -0.06905726 0.02239191 0.02860497],[0.9575664 0.0 -2.532889],[-0.0001964863 -0.0009760192 -0.006988145]
[33.26748 0.1000907 29.63322],[0.9969543 -0.06905904 0.02238414 0.02849247],[0.9382031 0.0 -2.539175],[-0.0003841953 -0.001563935 -0.011167]
[33.28586 0.1000907 29.58231],[0.9969587 -0.0690617 0.02237402 0.02834612],[0.9190385 0.0 -2.545413],[-0.0005339998 -0.002036562 -0.01452702]
[33.30386 0.1000907 29.53127],[0.9969635 -0.06906501 0.02236211 0.02817389],[0.9000843 0.0 -2.551604],[-0.0006488691 -0.002397763 -0.0170947]
[33.32149 0.1000907 29.48012],[0.9969689 -0.06906882 0.02234893 0.02798347],[0.8813487 0.0 -2.557748],[-0.0007312442 -0.002651859 -0.01890035]
[33.33875 0.1000907 29.42884],[0.9969746 -0.06907295 0.02233497 0.02778191],[0.8628371 0.0 -2.563847],[-0.0007834556 -0.002807399 -0.02000484]
[33.35564 0.1000907 29.37745],[0.9969804 -0.06907729 0.02232069 0.02757566],[0.8445522 0.0 -2.569901],[-0.0008145127 -0.002873458 -0.02047027]
[33.37217 0.1000907 29.32593],[0.996986 -0.06908172 0.02230649 0.02737066],[0.8264939 0.0 -2.575909],[-0.0008203756 -0.002856576 -0.02034559]
[33.38834 0.1000907 29.27429],[0.9969914 -0.06908608 0.02229273 0.02717208],[0.8086599 0.0 -2.581874],[-0.0008033641 -0.002767556 -0.01970792]
[33.40416 0.1000907 29.22253],[0.9969965 -0.06909034 0.02227974 0.02698462],[0.7910459 0.0 -2.587795],[-0.0007724987 -0.002613486 -0.01860498]
[33.41963 0.1000907 29.17066],[0.9970012 -0.06909446 0.02226778 0.02681219],[0.7736458 0.0 -2.593671],[-0.0007303444 -0.002404851 -0.01711178]
[33.43476 0.1000907 29.11867],[0.9970053 -0.0690982 0.0222571 0.02665815],[0.7564521 0.0 -2.599504],[-0.0006582001 -0.002148686 -0.01528676]
[33.44955 0.1000907 29.06656],[0.9970088 -0.06910153 0.02224786 0.02652499],[0.7394559 0.0 -2.605294],[-0.0005792608 -0.001857879 -0.01321356]
[33.464 0.1000907 29.01434],[0.9970117 -0.06910443 0.0222402 0.0264147],[0.7226475 0.0 -2.61104],[-0.0004949968 -0.001539687 -0.0109444]
[33.47813 0.1000907 28.96201],[0.9970139 -0.06910684 0.02223421 0.02632847],[0.7060165 0.0 -2.616741],[-0.0004013104 -0.001204425 -0.008555729]
[33.49192 0.1000907 28.90956],[0.9970155 -0.06910876 0.02222994 0.02626708],[0.6895522 0.0 -2.6224],[-0.0003059863 -0.0008586368 -0.006091282]
[33.50538 0.1000907 28.857],[0.9970165 -0.06911014 0.02222741 0.02623074],[0.6732435 0.0 -2.628014],[-0.0002041654 -0.0005095696 -0.003605661]
[33.51852 0.1000907 28.80433],[0.9970167 -0.06911103 0.02222659 0.02621916],[0.6570795 0.0 -2.633584],[-0.0001111352 -0.0001648167 -0.001147865]
[33.53135 0.1000907 28.75154],[0.9970164 -0.0691114 0.02222742 0.02623146],[0.6410492 0.0 -2.639111],[-1.370289E-05 0.0001682051 0.001223139]
[33.54385 0.1000907 28.69865],[0.9970154 -0.06911125 0.02222983 0.02626653],[0.6251424 0.0 -2.644593],[7.966714E-05 0.0004854438 0.003481559]
[33.55604 0.1000907 28.64565],[0.9970139 -0.06911054 0.02223372 0.02632286],[0.6093492 0.0 -2.65003],[0.0001753936 0.0007823174 0.005591611]
[33.56791 0.1000907 28.59254],[0.9970118 -0.06910936 0.02223894 0.02639837],[0.5936604 0.0 -2.655423],[0.000258147 0.001049918 0.007495116]
[33.57947 0.1000907 28.53933],[0.9970093 -0.06910779 0.02224534 0.02649086],[0.5780677 0.0 -2.660772],[0.0003279035 0.001286714 0.009180665]
[33.59072 0.1000907 28.48601],[0.9970065 -0.06910586 0.02225276 0.02659807],[0.5625637 0.0 -2.666077],[0.000391044 0.001491979 0.0106407]
[33.60167 0.1000907 28.43258],[0.9970031 -0.06910366 0.02226103 0.02671768],[0.5471419 0.0 -2.671338],[0.000440915 0.001664866 0.01187182]
[33.6123 0.1000907 28.37905],[0.9969997 -0.06910129 0.02227001 0.02684738],[0.531797 0.0 -2.676554],[0.0004773642 0.001805293 0.01287333]
[33.62263 0.1000907 28.32541],[0.996996 -0.06909874 0.02227951 0.02698461],[0.5165243 0.0 -2.681726],[0.0005082528 0.001910248 0.01362049]
[33.63266 0.1000907 28.27168],[0.996992 -0.06909603 0.02228935 0.02712686],[0.5013202 0.0 -2.686855],[0.0005332401 0.0019806 0.0141195]
[33.64238 0.1000907 28.21784],[0.9969881 -0.06909318 0.02229939 0.02727175],[0.4861825 0.0 -2.69194],[0.0005525675 0.002017614 0.01437945]
[33.6518 0.1000907 28.1639],[0.996984 -0.0690902 0.02230944 0.02741694],[0.4711094 0.0 -2.696981],[0.0005660381 0.002022805 0.01441126]
[33.66092 0.1000907 28.10986],[0.9969801 -0.06908716 0.02231936 0.02756016],[0.4561003 0.0 -2.70198],[0.0005676694 0.001995686 0.01421425]
[33.66975 0.1000907 28.05572],[0.9969762 -0.06908415 0.02232902 0.02769952],[0.4411556 0.0 -2.706936],[0.0005578105 0.001942202 0.01383104]
[33.67827 0.1000907 28.00148],[0.9969726 -0.06907985 0.02233831 0.02783311],[0.4262761 0.0 -2.71185],[0.0006768838 0.001869685 0.0132549]
[33.6865 0.1000907 27.94715],[0.9969694 -0.06907162 0.02234721 0.02795917],[0.4114636 0.0 -2.716722],[0.001055505 0.00178736 0.01249604]
[33.69444 0.1000907 27.89272],[0.996967 -0.06905597 0.0223557 0.0280762],[0.3967206 0.0 -2.72155],[0.001781563 0.001704221 0.01158053]
[33.70208 0.1000907 27.83819],[0.9969657 -0.06902891 0.02236382 0.02818287],[0.3820501 0.0 -2.726332],[0.002903657 0.001625163 0.01052178]
[33.70943 0.1000907 27.78357],[0.9969658 -0.06898615 0.02237163 0.02827814],[0.3674555 0.0 -2.731065],[0.004455254 0.001556391 0.009348599]
[33.71648 0.1000907 27.72885],[0.9969677 -0.06892315 0.02237919 0.02836099],[0.3529409 0.0 -2.735742],[0.006457796 0.001499554 0.008062229]
[33.72326 0.1000907 27.67405],[0.9969715 -0.06883549 0.0223866 0.02843085],[0.3385106 0.0 -2.740356],[0.008900747 0.001460247 0.006706782]
[33.72974 0.1000907 27.61915],[0.9969779 -0.06871917 0.02239395 0.02848715],[0.3241692 0.0 -2.744899],[0.01174569 0.001436503 0.005283823]
[33.73594 0.1000907 27.56416],[0.9969866 -0.06857043 0.02240134 0.02852987],[0.3099213 0.0 -2.74936],[0.01496416 0.001434643 0.003850472]
[33.74186 0.1000907 27.50909],[0.9969983 -0.06838601 0.02240888 0.02855901],[0.2957719 0.0 -2.753728],[0.01851024 0.001451928 0.002406931]
[33.74749 0.1000907 27.45393],[0.997013 -0.06816323 0.02241667 0.02857467],[0.2817256 0.0 -2.757989],[0.02232444 0.001486668 0.0009667401]
[33.75285 0.1000907 27.39868],[0.9970306 -0.06790012 0.02242479 0.02857734],[0.2677872 0.0 -2.76213],[0.02633523 0.001540071 -0.0004295077]
[33.75792 0.1000907 27.34336],[0.9970514 -0.06759541 0.02243332 0.02856747],[0.2539612 0.0 -2.766135],[0.03047535 0.001607643 -0.00178445]
[33.76273 0.1000907 27.28796],[0.9970753 -0.06724858 0.02244234 0.02854601],[0.2402518 0.0 -2.769991],[0.03466735 0.001691511 -0.00304703]
[33.76726 0.1000907 27.23249],[0.9971021 -0.06685983 0.0224519 0.02851382],[0.2266629 0.0 -2.773682],[0.03884281 0.001786541 -0.004223572]
[33.77153 0.1000907 27.17694],[0.9971318 -0.06643007 0.02246206 0.02847206],[0.2131981 0.0 -2.777194],[0.04292674 0.001892582 -0.005280285]
[33.77552 0.1000907 27.12133],[0.9971641 -0.0659609 0.02247284 0.02842182],[0.1998604 0.0 -2.780512],[0.04685409 0.002004252 -0.006227069]
[33.77926 0.1000907 27.06566],[0.9971989 -0.06545458 0.02248423 0.02836403],[0.1866523 0.0 -2.783622],[0.05055565 0.002115722 -0.007074958]
[33.78273 0.1000907 27.00993],[0.9972359 -0.06491397 0.02249624 0.02829989],[0.1735761 0.0 -2.786512],[0.05397374 0.002227237 -0.007794582]
[33.78594 0.1000907 26.95415],[0.9972746 -0.06434236 0.02250882 0.02823061],[0.1606334 0.0 -2.789171],[0.05706315 0.002335846 -0.008386526]
[33.7889 0.1000907 26.89832],[0.9973148 -0.06374353 0.02252196 0.02815735],[0.1478255 0.0 -2.791587],[0.05977561 0.002438318 -0.008852022]
[33.7916 0.1000907 26.84244],[0.9973561 -0.0631217 0.02253559 0.02808137],[0.1351529 0.0 -2.793754],[0.06206929 0.0025333 -0.009180607]
[33.79406 0.1000907 26.78653],[0.9973984 -0.06248133 0.02254968 0.02800405],[0.1226158 0.0 -2.795663],[0.06392115 0.002620424 -0.009362762]
[33.79626 0.1000907 26.73058],[0.997441 -0.06182699 0.02256415 0.02792637],[0.1102139 0.0 -2.79731],[0.06531405 0.00269419 -0.00943286]
[33.79822 0.1000907 26.67461],[0.9974837 -0.06116356 0.02257892 0.02784942],[0.0979463 0.0 -2.798691],[0.0662222 0.002753983 -0.00938284]
[33.79994 0.1000907 26.61861],[0.9975261 -0.0604959 0.02259391 0.0277742],[0.08581172 0.0 -2.799805],[0.06664637 0.002798803 -0.009220029]
[33.80141 0.1000907 26.5626],[0.9975681 -0.05982881 0.02260903 0.02770151],[0.07380847 0.0 -2.800653],[0.06659181 0.002826189 -0.008966104]
[33.80265 0.1000907 26.50657],[0.9976091 -0.05916699 0.02262418 0.0276322],[0.06193454 0.0 -2.801236],[0.06606811 0.00283735 -0.00861555]
[33.80366 0.1000907 26.45054],[0.997649 -0.05851501 0.02263928 0.02756702],[0.05018755 0.0 -2.801559],[0.0650884 0.002831913 -0.008176748]
[33.80443 0.1000907 26.39451],[0.9976876 -0.05787722 0.02265423 0.02750652],[0.03856482 0.0 -2.801627],[0.06367688 0.002808553 -0.007672695]
[33.80497 0.1000907 26.33848],[0.9977245 -0.05725758 0.02266894 0.02745119],[0.02706343 0.0 -2.801449],[0.06186803 0.002768298 -0.007111474]
[33.80528 0.1000907 26.28246],[0.9977597 -0.05665987 0.02268333 0.02740139],[0.01568028 0.0 -2.801032],[0.05968368 0.002711362 -0.006502216]
[33.80537 0.1000907 26.22645],[0.9977929 -0.05608733 0.02269731 0.02735731],[0.004412127 0.0 -2.800388],[0.05717578 0.0026383 -0.005866508]
[33.80524 0.1000907 26.17046],[0.9978241 -0.05554302 0.02271079 0.02731907],[-0.006744369 0.0 -2.799528],[0.05436197 0.002549311 -0.005211718]
[33.80488 0.1000907 26.11449],[0.9978532 -0.05502946 0.02272371 0.02728673],[-0.01779258 0.0 -2.798463],[0.05129717 0.002446776 -0.00454505]
[33.80431 0.1000907 26.05855],[0.99788 -0.0545487 0.02273603 0.02726055],[-0.02873588 0.0 -2.797209],[0.04802764 0.002335693 -0.003845362]
[33.80351 0.1000907 26.00263],[0.9979045 -0.05410238 0.02274767 0.02724021],[-0.03957776 0.0 -2.795779],[0.04459301 0.002211535 -0.003174895]
[33.80251 0.1000907 25.94675],[0.9979269 -0.05369164 0.0227586 0.02722548],[-0.05032156 0.0 -2.794187],[0.04104604 0.002078424 -0.002524416]
[33.80128 0.1000907 25.8909],[0.997947 -0.05331722 0.02276876 0.02721609],[-0.06097052 0.0 -2.792448],[0.0374235 0.001938032 -0.001898202]
[33.79985 0.1000907 25.83509],[0.997965 -0.05297944 0.02277815 0.02721163],[-0.07152775 0.0 -2.790579],[0.03376815 0.001791055 -0.00131351]
[33.79821 0.1000907 25.77932],[0.9979806 -0.05267815 0.02278674 0.02721192],[-0.08199617 0.0 -2.788594],[0.03012791 0.001642855 -0.0007453586]
[33.79637 0.1000907 25.72359],[0.9979944 -0.05241282 0.02279453 0.02721651],[-0.09237864 0.0 -2.786508],[0.02654073 0.001492469 -0.0002243903]
[33.79432 0.1000907 25.6679],[0.9980059 -0.05218268 0.02280151 0.02722494],[-0.1026778 0.0 -2.784335],[0.02302877 0.001341075 0.0002481608]
[33.79206 0.1000907 25.61226],[0.9980158 -0.05198645 0.0228077 0.02723661],[-0.112896 0.0 -2.782091],[0.01964554 0.001190311 0.0006579104]
[33.7896 0.1000907 25.55666],[0.9980237 -0.05182264 0.02281311 0.02725106],[-0.1230355 0.0 -2.779788],[0.01640761 0.001042628 0.001019264]
[33.78693 0.1000907 25.50111],[0.9980301 -0.05168955 0.02281776 0.02726788],[-0.1330983 0.0 -2.777441],[0.01334266 0.0008997381 0.00133273]
[33.78407 0.1000907 25.44561],[0.9980348 -0.05158514 0.02282169 0.02728648],[-0.1430861 0.0 -2.77506],[0.01047623 0.000761777 0.001585599]
[33.78101 0.1000907 25.39016],[0.9980384 -0.05150731 0.02282493 0.0273065],[-0.1530004 0.0 -2.772657],[0.00782216 0.000631263 0.0017939]
[33.77776 0.1000907 25.33475],[0.9980405 -0.05145378 0.02282751 0.02732727],[-0.1628425 0.0 -2.770244],[0.005393778 0.0005063713 0.00193198]
[33.7743 0.1000907 25.2794],[0.9980414 -0.05142212 0.0228295 0.02734847],[-0.1726136 0.0 -2.767828],[0.00320767 0.0003912385 0.002030869]
[33.77066 0.1000907 25.22409],[0.9980415 -0.05140991 0.02283092 0.02736966],[-0.1823145 0.0 -2.76542],[0.001263917 0.0002847923 0.002079556]
[33.76682 0.1000907 25.16883],[0.9980407 -0.05141471 0.02283185 0.02739057],[-0.191946 0.0 -2.763026],[-0.0004387418 0.0001887068 0.002095275]
[33.76279 0.1000907 25.11362],[0.998039 -0.05143401 0.02283232 0.02741068],[-0.2015086 0.0 -2.760653],[-0.00189048 0.0001010791 0.002053464]
[33.75857 0.1000907 25.05845],[0.9980369 -0.05146536 0.02283239 0.02742967],[-0.2110027 0.0 -2.758306],[-0.003096324 2.350737E-05 0.00197226]
[33.75416 0.1000907 25.00333],[0.9980344 -0.05150643 0.02283211 0.02744725],[-0.2204285 0.0 -2.755989],[-0.004070969 -4.443547E-05 0.001855856]
[33.74957 0.1000907 24.94825],[0.9980314 -0.05155491 0.02283154 0.02746328],[-0.229786 0.0 -2.753707],[-0.004815029 -0.000100941 0.001721942]
[33.74479 0.1000907 24.89322],[0.9980283 -0.05160866 0.02283072 0.02747755],[-0.2390752 0.0 -2.751462],[-0.005345637 -0.0001480682 0.001560042]
[33.73982 0.1000907 24.83824],[0.998025 -0.05166564 0.02282972 0.02748988],[-0.2482962 0.0 -2.749256],[-0.005672785 -0.0001859542 0.001374262]
[33.73467 0.1000907 24.7833],[0.9980217 -0.05172406 0.02282858 0.02750037],[-0.2574486 0.0 -2.747089],[-0.005820839 -0.0002128055 0.001195705]
[33.72934 0.1000907 24.7284],[0.9980185 -0.05178224 0.02282733 0.02750876],[-0.2665323 0.0 -2.744962],[-0.005800623 -0.0002332397 0.0009854125]
[33.72383 0.1000907 24.67354],[0.9980154 -0.05183867 0.02282603 0.02751509],[-0.2755471 0.0 -2.742874],[-0.00562963 -0.0002450003 0.0007751953]
[33.71814 0.1000907 24.61872],[0.9980125 -0.0518921 0.02282472 0.0275194],[-0.2844926 0.0 -2.740825],[-0.005333064 -0.0002492887 0.0005673392]
[33.71227 0.1000907 24.56395],[0.9980099 -0.05194143 0.02282342 0.02752179],[-0.2933687 0.0 -2.738813],[-0.00492757 -0.0002467781 0.0003645682]
[33.70623 0.1000907 24.50921],[0.9980077 -0.05198574 0.02282218 0.02752234],[-0.3021751 0.0 -2.736837],[-0.004429395 -0.0002382207 0.0001685559]
[33.70001 0.1000907 24.45451],[0.9980057 -0.05202419 0.022821 0.02752102],[-0.3109116 0.0 -2.734893],[-0.00384776 -0.0002253576 -3.205952E-05]
[33.69361 0.1000907 24.39985],[0.9980041 -0.05205626 0.02281993 0.02751811],[-0.3195779 0.0 -2.73298],[-0.003211663 -0.000206811 -0.0002077717]
[33.68705 0.1000907 24.34523],[0.9980029 -0.05208145 0.02281897 0.02751359],[-0.3281741 0.0 -2.731094],[-0.002528042 -0.0001857113 -0.0003852969]
[33.68032 0.1000907 24.29065],[0.9980022 -0.05209957 0.02281814 0.02750761],[-0.3367 0.0 -2.729234],[-0.001823444 -0.0001620329 -0.0005493826]
[33.67341 0.1000907 24.2361],[0.9980018 -0.05211066 0.02281746 0.02750044],[-0.3451554 0.0 -2.727395],[-0.001123747 -0.0001357144 -0.00068521]
[33.66634 0.1000907 24.18159],[0.9980018 -0.05211475 0.02281692 0.02749224],[-0.3535405 0.0 -2.725576],[-0.0004251545 -0.0001079871 -0.0008064815]
[33.6591 0.1000907 24.12711],[0.9980022 -0.05211207 0.02281652 0.02748315],[-0.3618554 0.0 -2.723772],[0.0002500053 -8.006828E-05 -0.0009127943]
[33.6517 0.1000907 24.07267],[0.998003 -0.05210301 0.02281628 0.02747343],[-0.3701001 0.0 -2.721982],[0.0008870657 -5.142083E-05 -0.0009907102]
[33.64414 0.1000907 24.01827],[0.9980041 -0.05208794 0.02281619 0.02746324],[-0.3782751 0.0 -2.720204],[0.001486913 -2.344228E-05 -0.001054302]
[33.63641 0.1000907 23.9639],[0.9980054 -0.05206735 0.02281624 0.02745283],[-0.3863806 0.0 -2.718433],[0.00203768 4.580969E-06 -0.001090034]
[33.62852 0.1000907 23.90957],[0.9980071 -0.05204178 0.02281643 0.02744231],[-0.394417 0.0 -2.716669],[0.002535708 3.085909E-05 -0.001113216]
[33.62047 0.1000907 23.85527],[0.9980089 -0.05201193 0.02281676 0.02743193],[-0.4023848 0.0 -2.714909],[0.002964413 5.579078E-05 -0.001110774]
[33.61227 0.1000907 23.80101],[0.9980109 -0.05197843 0.0228172 0.02742192],[-0.4102846 0.0 -2.713152],[0.003329483 7.955963E-05 -0.001084001]
[33.6039 0.1000907 23.74678],[0.9980131 -0.05194199 0.02281775 0.0274122],[-0.4181171 0.0 -2.711396],[0.003623478 9.875675E-05 -0.00106188]
[33.59539 0.1000907 23.69258],[0.9980152 -0.05190333 0.02281838 0.02740297],[-0.4258828 0.0 -2.70964],[0.003847457 0.0001161986 -0.001017634]
[33.58672 0.1000907 23.63843],[0.9980175 -0.05186319 0.02281908 0.02739431],[-0.4335826 0.0 -2.707883],[0.003995872 0.0001299979 -0.0009665314]
[33.57789 0.1000907 23.5843],[0.9980199 -0.05182224 0.02281985 0.02738637],[-0.441217 0.0 -2.706125],[0.004079092 0.0001420378 -0.0008958892]
[33.56892 0.1000907 23.53022],[0.9980222 -0.0517811 0.02282066 0.02737919],[-0.448787 0.0 -2.704365],[0.004099205 0.0001509015 -0.0008209641]
[33.55979 0.1000907 23.47617],[0.9980245 -0.05174044 0.0228215 0.02737292],[-0.4562933 0.0 -2.702603],[0.004053197 0.0001576901 -0.0007293648]
[33.55052 0.1000907 23.42215],[0.9980267 -0.05170087 0.02282235 0.02736755],[-0.4637367 0.0 -2.70084],[0.003945386 0.000161017 -0.0006364636]
[33.5411 0.1000907 23.36817],[0.9980288 -0.05166283 0.02282321 0.02736307],[-0.4711183 0.0 -2.699075],[0.003794391 0.0001618729 -0.0005435616]
[33.53153 0.1000907 23.31422],[0.9980307 -0.05162678 0.02282406 0.02735947],[-0.4784387 0.0 -2.69731],[0.00359731 0.0001599805 -0.0004516933]
[33.52182 0.1000907 23.26031],[0.9980325 -0.0515932 0.02282488 0.0273567],[-0.4856989 0.0 -2.695545],[0.003351918 0.0001551458 -0.0003616337]
[33.51196 0.1000907 23.20644],[0.9980341 -0.05156239 0.02282566 0.02735475],[-0.4928997 0.0 -2.693781],[0.003077253 0.000148352 -0.0002741331]
[33.50196 0.1000907 23.1526],[0.9980356 -0.05153465 0.02282639 0.02735355],[-0.5000418 0.0 -2.692019],[0.002770725 0.0001393875 -0.0001901403]
[33.49181 0.1000907 23.09879],[0.9980368 -0.05151033 0.02282706 0.02735307],[-0.5071262 0.0 -2.690261],[0.00243062 0.0001280671 -0.0001101985]
[33.48153 0.1000907 23.04502],[0.9980379 -0.05148945 0.02282767 0.0273534],[-0.5141535 0.0 -2.688507],[0.002089079 0.0001176128 -2.097274E-05]
[33.47111 0.1000907 22.99129],[0.9980387 -0.05147216 0.02282821 0.02735434],[-0.5211246 0.0 -2.686759],[0.001729675 0.0001041237 4.883336E-05]
[33.46055 0.1000907 22.93759],[0.9980394 -0.05145849 0.02282868 0.02735583],[-0.5280401 0.0 -2.685019],[0.001370132 9.009761E-05 0.0001132881]
[33.44985 0.1000907 22.88392],[0.9980398 -0.05144839 0.02282907 0.02735781],[-0.5349008 0.0 -2.683287],[0.001013917 7.566328E-05 0.0001719806]
[33.43902 0.1000907 22.83029],[0.9980401 -0.0514418 0.02282938 0.02736024],[-0.5417073 0.0 -2.681565],[0.0006641799 6.102753E-05 0.0002248792]
