position,rotation,velocity,angular_velocity
[-0.0004491239 0.1000526 -0.001285649],[0.9997172 0.02378605 3.963231E-05 -6.610213E-07],[2.227629E-08 -9.640989E-06 0.0002809363],[-0.01034435 -6.189324E-09 8.200849E-07]
[-0.0004491233 0.1000523 -0.001277762],[0.9997205 0.02364089 3.963242E-05 -6.552658E-07],[3.12674E-08 -1.344095E-05 0.000394328],[-0.01451943 -8.70974E-09 1.151018E-06]
[-0.0004491225 0.100052 -0.001267246],[0.9997251 0.02344735 3.963254E-05 -6.47594E-07],[4.169181E-08 -1.777688E-05 0.0005257961],[-0.01936 -1.197891E-08 1.534748E-06]
[-0.0004491214 0.1000515 -0.001253785],[0.9997309 0.0231996 3.96327E-05 -6.377746E-07],[5.336676E-08 -2.248583E-05 0.0006730368],[-0.02478112 -1.410394E-08 1.964431E-06]
[-0.0004491201 0.100051 -0.001237122],[0.999738 0.02289292 3.963289E-05 -6.25617E-07],[6.606304E-08 -2.741808E-05 0.0008331593],[-0.03067631 -1.732886E-08 2.431796E-06]
[-0.0004491185 0.1000503 -0.001217066],[0.9997464 0.02252379 3.963312E-05 -6.109801E-07],[7.951483E-08 -3.239505E-05 0.001002812],[-0.03692204 -2.052204E-08 2.926889E-06]
[-0.0004491166 0.1000496 -0.001193499],[0.999756 0.02209007 3.963339E-05 -5.937843E-07],[9.343161E-08 -3.719313E-05 0.001178331],[-0.04338339 -2.407618E-08 3.439188E-06]
[-0.0004491145 0.1000488 -0.001166381],[0.9997669 0.021591 3.963368E-05 -5.740038E-07],[1.075083E-07 -4.161879E-05 0.001355871],[-0.0499186 -2.835143E-08 3.957244E-06]
[-0.0004491121 0.1000479 -0.00113575],[0.9997789 0.02102729 3.9634E-05 -5.516545E-07],[1.214345E-07 -4.547822E-05 0.001531515],[-0.05638353 -3.109217E-08 4.46969E-06]
[-0.0004491094 0.1000469 -0.001101722],[0.9997919 0.02040107 3.963432E-05 -5.268329E-07],[1.349045E-07 -4.860743E-05 0.001701412],[-0.0626363 -3.495094E-08 4.965396E-06]
[-0.0004491064 0.1000459 -0.001064484],[0.9998057 0.0197158 3.963468E-05 -4.996655E-07],[1.476255E-07 -5.085745E-05 0.001861866],[-0.06854089 -3.765142E-08 5.433532E-06]
[-0.0004491032 0.1000449 -0.001024294],[0.99982 0.01897622 3.963504E-05 -4.703446E-07],[1.593256E-07 -5.212415E-05 0.002009447],[-0.07397109 -4.181555E-08 5.863923E-06]
[-0.0004490998 0.1000439 -0.0009814724],[0.9998347 0.01818823 3.96354E-05 -4.391091E-07],[1.697585E-07 -5.23774E-05 0.002141052],[-0.07881272 -4.410859E-08 6.247711E-06]
[-0.0004490962 0.1000429 -0.0009363922],[0.9998494 0.0173587 3.963574E-05 -4.062226E-07],[1.787107E-07 -5.157285E-05 0.002253984],[-0.08296669 -4.748401E-08 6.577134E-06]
[-0.0004490925 0.1000419 -0.0008894712],[0.999864 0.01649531 3.963609E-05 -3.719993E-07],[1.86005E-07 -4.978474E-05 0.002346012],[-0.08635098 -4.788479E-08 6.845383E-06]
[-0.0004490887 0.100041 -0.0008411625],[0.9998782 0.01560641 3.96364E-05 -3.367622E-07],[1.915041E-07 -4.708769E-05 0.002415399],[-0.0889018 -4.974992E-08 7.047551E-06]
[-0.0004490848 0.1000402 -0.0007919432],[0.9998919 0.01470077 3.963668E-05 -3.008611E-07],[1.951113E-07 -4.36009E-05 0.002460928],[-0.09057456 -5.160302E-08 7.180217E-06]
[-0.0004490809 0.1000395 -0.0007423043],[0.999905 0.01378742 3.963695E-05 -2.646537E-07],[1.967725E-07 -3.947334E-05 0.002481912],[-0.09134411 -5.12123E-08 7.241199E-06]
[-0.0004490769 0.1000388 -0.0006927395],[0.9999171 0.01287545 3.963718E-05 -2.285049E-07],[1.964761E-07 -3.488384E-05 0.002478206],[-0.0912052 -5.232164E-08 7.230195E-06]
[-0.0004490731 0.1000382 -0.0006437355],[0.9999284 0.0119738 3.963736E-05 -1.927611E-07],[1.94251E-07 -3.002616E-05 0.002450171],[-0.09017121 -5.192891E-08 7.148223E-06]
[-0.0004490692 0.1000378 -0.0005957621],[0.9999385 0.01109113 3.963751E-05 -1.577697E-07],[1.901641E-07 -2.506403E-05 0.002398652],[-0.08827344 -4.96828E-08 6.997752E-06]
[-0.0004490656 0.1000374 -0.0005492627],[0.9999477 0.01023558 3.963764E-05 -1.238575E-07],[1.843191E-07 -2.019142E-05 0.002324956],[-0.08555991 -4.744498E-08 6.782625E-06]
[-0.000449062 0.1000371 -0.0005046466],[0.9999557 0.009414682 3.963774E-05 -9.131939E-08],[1.768519E-07 -1.555711E-05 0.002230794],[-0.08209359 -4.558535E-08 6.507817E-06]
[-0.0004490587 0.100037 -0.0004622818],[0.9999627 0.008635211 3.963779E-05 -6.041982E-08],[1.67926E-07 -1.129545E-05 0.002118228],[-0.07795032 -4.486278E-08 6.17944E-06]
[-0.0004490555 0.1000368 -0.0004224895],[0.9999688 0.007903068 3.963783E-05 -3.139843E-08],[1.577281E-07 -7.510457E-06 0.001989613],[-0.07321684 -4.04324E-08 5.804159E-06]
[-0.0004490526 0.1000368 -0.0003855386],[0.999974 0.007223203 3.963783E-05 -4.447079E-09],[1.464639E-07 -4.26197E-06 0.001847543],[-0.06798846 -3.862106E-08 5.389703E-06]
[-0.0004490499 0.1000368 -0.0003516431],[0.9999783 0.006599552 3.963782E-05 2.027222E-08],[1.34352E-07 -1.609634E-06 0.001694776],[-0.06236661 -3.609197E-08 4.944015E-06]
[-0.0004490475 0.1000368 -0.0003209595],[0.9999818 0.006034994 3.963781E-05 4.264801E-08],[1.216197E-07 4.619523E-07 0.001534179],[-0.05645673 -3.28303E-08 4.475551E-06]
[-0.0004490453 0.1000369 -0.0002935864],[0.9999848 0.005531347 3.963778E-05 6.261396E-08],[1.084973E-07 1.951807E-06 0.001368657],[-0.05036564 -2.885603E-08 3.992668E-06]
[-0.0004490434 0.1000369 -0.0002695647],[0.9999871 0.005089362 3.963774E-05 8.01335E-08],[9.521257E-08 2.920378E-06 0.001201083],[-0.04419914 -2.602893E-08 3.50382E-06]
[-0.0004490417 0.100037 -0.0002488797],[0.999989 0.004708764 3.963771E-05 9.521785E-08],[8.198742E-08 3.42737E-06 0.001034257],[-0.03806017 -2.06058E-08 3.017128E-06]
[-0.0004490404 0.1000371 -0.0002314629],[0.9999904 0.004388301 3.963767E-05 1.079205E-07],[6.903279E-08 3.561193E-06 0.0008708416],[-0.03204663 -1.856883E-08 2.540461E-06]
[-0.0004490392 0.1000372 -0.0002171967],[0.9999915 0.004125806 3.963765E-05 1.183254E-07],[5.654491E-08 3.367508E-06 0.0007133115],[-0.02624967 -1.469171E-08 2.080923E-06]
[-0.0004490383 0.1000372 -0.0002059184],[0.9999923 0.003918288 3.963764E-05 1.265507E-07],[4.470191E-08 2.965402E-06 0.0005639149],[-0.02075198 -1.233271E-08 1.645112E-06]
[-0.0004490377 0.1000373 -0.0001974257],[0.999993 0.003762023 3.963762E-05 1.327468E-07],[3.366134E-08 2.399093E-06 0.0004246391],[-0.01562668 -8.870965E-09 1.238779E-06]
[-0.0004490372 0.1000373 -0.000191482],[0.9999933 0.003652662 3.963759E-05 1.370801E-07],[2.355744E-08 1.773139E-06 0.0002971787],[-0.01093617 -6.922171E-09 8.670011E-07]
[-0.0004490369 0.1000373 -0.0001878238],[0.9999936 0.003585349 3.963758E-05 1.397483E-07],[1.449967E-08 1.132631E-06 0.0001829146],[-0.006731268 -4.627507E-09 5.336243E-07]
[-0.0004490368 0.1000374 -0.0001861658],[0.9999937 0.003554841 3.963758E-05 1.409593E-07],[6.571891E-09 5.213305E-07 8.290507E-05],[-0.003050907 -1.226885E-09 2.418153E-07]
[-0.0004490368 0.1000374 -0.0001862082],[0.9999937 0.003555622 3.963759E-05 1.409284E-07],[-1.68363E-10 -1.493216E-08 -2.123881E-06],[7.816255E-05 1.035179E-09 -6.184733E-09]
[-0.0004490369 0.1000374 -0.0001876437],[0.9999936 0.003582036 3.963758E-05 1.398818E-07],[-5.689748E-09 -4.619347E-07 -7.177671E-05],[0.002641395 6.84944E-10 -2.093602E-07]
[-0.0004490368 0.1000374 -0.0001867698],[0.9999937 0.003565956 3.963759E-05 1.405172E-07],[3.464149E-09 5.486848E-12 4.369867E-05],[-0.001608081 1.356134E-10 1.274555E-07]
[-0.0004490366 0.1000373 -0.0001836591],[0.9999939 0.003508721 3.963758E-05 1.427897E-07],[1.232961E-08 2.881961E-11 0.0001555322],[-0.005723475 -4.322658E-09 4.537213E-07]
[-0.0004490362 0.1000374 -0.0001784258],[0.9999942 0.00341243 3.963755E-05 1.466029E-07],[2.074327E-08 4.466051E-08 0.000261667],[-0.009629168 -5.795365E-09 7.633337E-07]
[-0.0004490356 0.1000374 -0.0001712212],[0.9999946 0.003279868 3.963753E-05 1.51859E-07],[2.855665E-08 1.192338E-07 0.0003602296],[-0.01325621 -7.62298E-09 1.050861E-06]
[-0.0004490349 0.1000374 -0.00016223],[0.9999952 0.003114435 3.963753E-05 1.584143E-07],[3.563785E-08 2.682042E-07 0.0004495567],[-0.01654339 -9.802421E-09 1.311446E-06]
[-0.000449034 0.1000374 -0.0001516655],[0.9999958 0.002920052 3.963749E-05 1.661194E-07],[4.187429E-08 4.917392E-07 0.0005282279],[-0.01943844 -1.123341E-08 1.540972E-06]
[-0.0004490331 0.1000374 -0.0001397638],[0.9999964 0.002701066 3.963745E-05 1.747995E-07],[4.7174E-08 7.897615E-07 0.0005950835],[-0.02189869 -1.302056E-08 1.735992E-06]
[-0.0004490321 0.1000374 -0.0001267791],[0.999997 0.002462153 3.963741E-05 1.842711E-07],[5.146647E-08 1.147381E-06 0.0006492336],[-0.02389139 -1.330282E-08 1.89395E-06]
[-0.000449031 0.1000375 -0.0001129778],[0.9999976 0.002208212 3.963735E-05 1.94333E-07],[5.470336E-08 1.549694E-06 0.0006900683],[-0.0253941 -1.470197E-08 2.013101E-06]
[-0.0004490298 0.1000375 -9.863256E-05],[0.9999982 0.001944264 3.963731E-05 2.047988E-07],[5.68589E-08 1.966933E-06 0.0007172623],[-0.02639487 -1.423642E-08 2.092424E-06]
[-0.0004490287 0.1000376 -8.401708E-05],[0.9999986 0.001675343 3.963726E-05 2.154562E-07],[5.792978E-08 2.399018E-06 0.0007307741],[-0.02689213 -1.412928E-08 2.131827E-06]
[-0.0004490275 0.1000376 -6.940062E-05],[0.999999 0.001406403 3.963719E-05 2.261183E-07],[5.793355E-08 2.786534E-06 0.0007308244],[-0.02689404 -1.58858E-08 2.131988E-06]
[-0.0004490264 0.1000377 -5.504271E-05],[0.9999993 0.00114222 3.963713E-05 2.365915E-07],[5.690848E-08 3.129161E-06 0.000717896],[-0.02641834 -1.4284E-08 2.094274E-06]
[-0.0004490253 0.1000377 -4.118858E-05],[0.9999997 0.0008873045 3.963707E-05 2.466936E-07],[5.491169E-08 3.382602E-06 0.0006927093],[-0.02549155 -1.45435E-08 2.020821E-06]
[-0.0004490242 0.1000378 -2.806451E-05],[0.9999998 0.0006458237 3.9637E-05 2.562634E-07],[5.201745E-08 3.531532E-06 0.0006562008],[-0.02414809 -1.444084E-08 1.914304E-06]
[-0.0004490233 0.1000379 -1.587476E-05],[0.9999999 0.0004215313 3.963695E-05 2.651535E-07],[4.831459E-08 3.576241E-06 0.0006094913],[-0.02242924 -1.174499E-08 1.77803E-06]
[-0.0004490224 0.100038 -4.797397E-06],[1.0 0.0002177072 3.963689E-05 2.732327E-07],[4.390522E-08 3.501785E-06 0.0005538687],[-0.02038241 -1.202148E-08 1.615813E-06]
[-0.0004490216 0.100038 5.017546E-06],[1.0 3.711121E-05 3.963684E-05 2.803927E-07],[3.890151E-08 3.308064E-06 0.0004907479],[-0.0180596 -1.044407E-08 1.431647E-06]
[-0.0004490209 0.1000381 1.345024E-05],[1.0 -0.000118052 3.963681E-05 2.865427E-07],[3.342296E-08 2.995161E-06 0.0004216363],[-0.01551632 -9.631783E-09 1.230052E-06]
[-0.0004490204 0.1000381 2.041248E-05],[1.0 -0.0002461586 3.963677E-05 2.916206E-07],[2.759472E-08 2.577924E-06 0.0003481126],[-0.01281066 -7.704827E-09 1.015556E-06]
[-0.0004490199 0.1000382 2.584806E-05],[1.0 -0.0003461743 3.963674E-05 2.955814E-07],[2.154372E-08 2.086145E-06 0.0002717788],[-0.01000157 -6.520912E-09 7.928655E-07]
[-0.0004490197 0.1000382 2.973278E-05],[1.0 -0.0004176534 3.963672E-05 2.984183E-07],[1.539681E-08 1.51989E-06 0.0001942343],[-0.007147911 -3.883852E-09 5.666327E-07]
[-0.0004490195 0.1000382 3.207382E-05],[0.9999999 -0.0004607288 3.96367E-05 3.001257E-07],[9.278563E-09 9.387557E-07 0.0001170514],[-0.004307556 -2.353987E-09 3.414779E-07]
[-0.0004490194 0.1000383 3.290833E-05],[0.9999999 -0.0004760854 3.963669E-05 3.007345E-07],[3.307804E-09 3.427862E-07 4.172888E-05],[-0.001535651 -1.966129E-09 1.217414E-07]
[-0.0004490195 0.1000382 3.230192E-05],[0.9999999 -0.0004649269 3.96367E-05 3.002901E-07],[-2.403547E-09 -2.533411E-07 -3.032145E-05],[0.001115849 1.40372E-09 -8.845605E-08]
[-0.0004490196 0.1000382 3.034589E-05],[1.0 -0.0004289359 3.963671E-05 2.988637E-07],[-7.752559E-09 -7.897465E-07 -9.780055E-05],[0.003599107 1.402469E-09 -2.853031E-07]
[-0.0004490199 0.1000382 2.715491E-05],[1.0 -0.0003702197 3.963673E-05 2.965382E-07],[-1.264762E-08 -1.281431E-06 -0.0001595528],[0.005871627 3.621192E-09 -4.65487E-07]
[-0.0004490202 0.1000382 2.286359E-05],[1.0 -0.0002912589 3.963675E-05 2.934085E-07],[-1.700837E-08 -1.698695E-06 -0.0002145646],[0.00789608 4.730338E-09 -6.259464E-07]
[-0.0004490206 0.1000381 1.762329E-05],[1.0 -0.0001948363 3.963678E-05 2.89585E-07],[-2.076973E-08 -2.026677E-06 -0.0002620147],[0.009642251 5.07203E-09 -7.643639E-07]
[-0.0004490211 0.1000381 1.15983E-05],[1.0 -8.397573E-05 3.963682E-05 2.851928E-07],[-2.387977E-08 -2.279844E-06 -0.0003012484],[0.01108606 6.895338E-09 -8.788555E-07]
[-0.0004490216 0.100038 4.962526E-06],[1.0 3.812299E-05 3.963685E-05 2.803512E-07],[-2.630062E-08 -2.428868E-06 -0.0003317872],[0.01220987 6.85839E-09 -9.679073E-07]
[-0.0004490222 0.100038 -2.104773E-06],[1.0 0.0001681622 3.963689E-05 2.751986E-07],[-2.801113E-08 -2.503399E-06 -0.000353365],[0.01300392 7.177647E-09 -1.030868E-06]
[-0.0004490228 0.1000379 -9.422578E-06],[1.0 0.0003028105 3.963692E-05 2.6986E-07],[-2.900406E-08 -2.503393E-06 -0.0003658903],[0.01346483 6.763503E-09 -1.067392E-06]
[-0.0004490234 0.1000379 -1.681175E-05],[0.9999999 0.0004387723 3.963697E-05 2.644707E-07],[-2.928707E-08 -2.42892E-06 -0.0003694599],[0.01359617 6.711161E-09 -1.077808E-06]
[-0.0004490239 0.1000379 -2.409855E-05],[0.9999999 0.000572849 3.963699E-05 2.591546E-07],[-2.888115E-08 -2.294857E-06 -0.0003643384],[0.01340767 6.659427E-09 -1.06287E-06]
[-0.0004490245 0.1000378 -3.111772E-05],[0.9999998 0.000702002 3.963702E-05 2.540374E-07],[-2.782062E-08 -2.115978E-06 -0.0003509591],[0.0129153 6.606573E-09 -1.023848E-06]
[-0.000449025 0.1000378 -3.771576E-05],[0.9999996 0.0008234055 3.963706E-05 2.492268E-07],[-2.615144E-08 -1.907333E-06 -0.0003299017],[0.01214037 6.189053E-09 -9.624021E-07]
[-0.0004490255 0.1000377 -4.375333E-05],[0.9999996 0.0009344955 3.963708E-05 2.448257E-07],[-2.392985E-08 -1.668885E-06 -0.0003018756],[0.01110899 7.245219E-09 -8.806761E-07]
[-0.0004490259 0.1000377 -4.910742E-05],[0.9999995 0.001033011 3.96371E-05 2.40919E-07],[-2.122134E-08 -1.415568E-06 -0.0002677074],[0.009851587 4.605961E-09 -7.809481E-07]
[-0.0004490263 0.1000377 -5.367375E-05],[0.9999995 0.001117031 3.963713E-05 2.375849E-07],[-1.809875E-08 -1.162374E-06 -0.0002283156],[0.008401961 4.199841E-09 -6.66053E-07]
[-0.0004490266 0.1000377 -5.736741E-05],[0.9999993 0.001184994 3.963715E-05 2.34891E-07],[-1.464015E-08 -9.089075E-07 -0.0001846851],[0.006796366 4.533315E-09 -5.387735E-07]
[-0.0004490268 0.1000377 -6.012461E-05],[0.9999992 0.001235725 3.963716E-05 2.328819E-07],[-1.092795E-08 -6.556727E-07 -0.0001378556],[0.005073048 2.642836E-09 -4.021612E-07]
[-0.0004490269 0.1000376 -6.19024E-05],[0.9999993 0.001268436 3.963716E-05 2.31589E-07],[-7.046463E-09 -4.172541E-07 -8.889078E-05],[0.003271155 2.621682E-09 -2.593254E-07]
[-0.000449027 0.1000376 -6.267957E-05],[0.9999992 0.001282737 3.963715E-05 2.310186E-07],[-3.080597E-09 -1.787683E-07 -3.886162E-05],[0.001430095 3.815612E-10 -1.133722E-07]
[-0.000449027 0.1000376 -6.2456E-05],[0.9999993 0.001278623 3.963716E-05 2.311816E-07],[8.863938E-10 4.466642E-08 1.118173E-05],[-0.0004114763 3.731297E-10 3.26028E-08]
[-0.0004490269 0.1000376 -6.125149E-05],[0.9999993 0.001256461 3.963716E-05 2.320599E-07],[4.773899E-09 2.831677E-07 6.02225E-05],[-0.002216172 -1.119869E-09 1.75675E-07]
[-0.0004490267 0.1000376 -5.910538E-05],[0.9999993 0.001216973 3.963714E-05 2.336215E-07],[8.506227E-09 4.917364E-07 0.0001073056],[-0.003948811 -2.605016E-09 3.130545E-07]
[-0.0004490265 0.1000377 -5.607458E-05],[0.9999994 0.001161207 3.963713E-05 2.358373E-07],[1.201272E-08 7.152593E-07 0.0001515399],[-0.005576627 -2.962443E-09 4.420688E-07]
[-0.0004490262 0.1000377 -5.223196E-05],[0.9999995 0.001090502 3.963711E-05 2.386382E-07],[1.523051E-08 9.238974E-07 0.0001921323],[-0.007070414 -4.431808E-09 5.605054E-07]
[-0.0004490258 0.1000377 -4.766433E-05],[0.9999995 0.001006458 3.963711E-05 2.41969E-07],[1.81041E-08 1.13241E-06 0.0002283828],[-0.008404432 -4.772696E-09 6.662422E-07]
[-0.0004490254 0.1000377 -4.247033E-05],[0.9999996 0.0009108881 3.963707E-05 2.457591E-07],[2.058682E-08 1.341151E-06 0.0002597026],[-0.009557009 -4.740326E-09 7.576034E-07]
[-0.0004490249 0.1000378 -3.67578E-05],[0.9999997 0.0008057785 3.963704E-05 2.499237E-07],[2.264171E-08 1.519905E-06 0.0002856255],[-0.01051097 -6.563131E-09 8.332541E-07]
[-0.0004490244 0.1000378 -3.06417E-05],[0.9999998 0.0006932427 3.963703E-05 2.54386E-07],[2.42413E-08 1.698734E-06 0.0003058047],[-0.01125358 -6.892759E-09 8.921077E-07]
[-0.0004490239 0.1000378 -2.424111E-05],[0.9999999 0.0005754726 3.963699E-05 2.590558E-07],[2.536873E-08 1.847817E-06 0.0003200278],[-0.01177701 -6.847755E-09 9.336034E-07]
[-0.0004490234 0.1000379 -1.767725E-05],[0.9999999 0.0004546976 3.963695E-05 2.638376E-07],[2.601597E-08 1.96685E-06 0.0003281934],[-0.01207751 -6.060781E-09 9.574252E-07]
[-0.0004490229 0.1000379 -1.107054E-05],[1.0 0.0003331335 3.963693E-05 2.686576E-07],[2.618584E-08 2.071291E-06 0.0003303369],[-0.01215641 -7.879233E-09 9.636985E-07]
[-0.0004490224 0.100038 -4.538374E-06],[1.0 0.0002129415 3.963689E-05 2.734237E-07],[2.589018E-08 2.11606E-06 0.0003266076],[-0.01201919 -7.072203E-09 9.527967E-07]
[-0.0004490219 0.100038 1.806839E-06],[1.0 9.61886E-05 3.963686E-05 2.780496E-07],[2.514934E-08 2.130787E-06 0.0003172623],[-0.0116753 -6.284901E-09 9.255334E-07]
[-0.0004490214 0.1000381 7.86019E-06],[1.0 -1.519427E-05 3.963683E-05 2.824644E-07],[2.399246E-08 2.115988E-06 0.0003026687],[-0.01113828 -5.871859E-09 8.829758E-07]
[-0.0004490209 0.1000381 1.352576E-05],[1.0 -0.0001194415 3.96368E-05 2.865982E-07],[2.245537E-08 2.041472E-06 0.0002832783],[-0.01042472 -6.195582E-09 8.264045E-07]
[-0.0004490205 0.1000381 1.871832E-05],[1.0 -0.0002149857 3.963676E-05 2.903854E-07],[2.058064E-08 1.92226E-06 0.0002596287],[-0.009554422 -6.151884E-09 7.57424E-07]
[-0.0004490202 0.1000382 2.336451E-05],[1.0 -0.0003004763 3.963675E-05 2.937701E-07],[1.8415E-08 1.758328E-06 0.0002323091],[-0.008549058 -4.246959E-09 6.777171E-07]
[-0.0004490198 0.1000382 2.740404E-05],[1.0 -0.0003748043 3.963672E-05 2.967181E-07],[1.60105E-08 1.564609E-06 0.0002019762],[-0.007432805 -4.216684E-09 5.892361E-07]
[-0.0004490196 0.1000382 3.079036E-05],[0.9999999 -0.000437113 3.96367E-05 2.99186E-07],[1.342144E-08 1.341204E-06 0.0001693147],[-0.006230861 -3.814972E-09 4.939358E-07]
[-0.0004490194 0.1000383 3.349092E-05],[0.9999999 -0.0004868055 3.963669E-05 3.011574E-07],[1.070388E-08 1.087739E-06 0.0001350322],[-0.004969254 -1.929071E-09 3.939328E-07]
[-0.0004490192 0.1000383 3.548778E-05],[0.9999999 -0.0005235477 3.963668E-05 3.026156E-07],[7.914345E-09 8.195419E-07 9.984151E-05],[-0.003674227 -2.274482E-09 2.912808E-07]
[-0.0004490191 0.1000383 3.677692E-05],[0.9999999 -0.0005472684 3.963668E-05 3.035557E-07],[5.109466E-09 5.364374E-07 6.44573E-05],[-0.002372072 -7.625651E-10 1.880291E-07]
[-0.000449019 0.1000383 3.736827E-05],[0.9999999 -0.0005581489 3.963668E-05 3.03987E-07],[2.343687E-09 2.383945E-07 2.956627E-05],[-0.001088048 -3.839529E-10 8.625582E-08]
[-0.000449019 0.1000383 3.728468E-05],[0.9999999 -0.0005566108 3.963667E-05 3.039259E-07],[-3.313104E-10 -2.981561E-08 -4.179543E-06],[0.0001538086 -3.779702E-10 -1.220064E-08]
[-0.0004490191 0.1000383 3.656131E-05],[0.9999999 -0.0005433004 3.963668E-05 3.033964E-07],[-2.867081E-09 -2.980207E-07 -3.616903E-05],[0.001331045 1.487114E-09 -1.05538E-07]
[-0.0004490192 0.1000383 3.524425E-05],[0.9999999 -0.0005190664 3.963667E-05 3.02438E-07],[-5.22004E-09 -5.364222E-07 -6.585223E-05],[0.002423398 1.848438E-09 -1.921033E-07]
[-0.0004490194 0.1000383 3.338947E-05],[0.9999999 -0.0004849379 3.96367E-05 3.010831E-07],[-7.35133E-09 -7.599567E-07 -9.273896E-05],[0.003412846 1.108115E-09 -2.705194E-07]
[-0.0004490195 0.1000382 3.106107E-05],[1.0 -0.0004420954 3.963671E-05 2.993832E-07],[-9.228388E-09 -9.536454E-07 -0.0001164185],[0.004284268 1.464085E-09 -3.395989E-07]
[-0.0004490197 0.1000382 2.833014E-05],[1.0 -0.0003918438 3.963672E-05 2.97395E-07],[-1.082428E-08 -1.102645E-06 -0.0001365511],[0.005025155 3.306443E-09 -3.983538E-07]
[-0.00044902 0.1000382 2.527257E-05],[1.0 -0.000335584 3.963674E-05 2.95165E-07],[-1.211847E-08 -1.22199E-06 -0.0001528775],[0.005625972 2.923763E-09 -4.45992E-07]
[-0.0004490203 0.1000382 2.196787E-05],[1.0 -0.0002747774 3.963676E-05 2.927566E-07],[-1.309798E-08 -1.296258E-06 -0.000165234],[0.006080685 3.636037E-09 -4.820336E-07]
[-0.0004490205 0.1000381 1.849716E-05],[1.0 -0.0002109158 3.963678E-05 2.902235E-07],[-1.375598E-08 -1.341094E-06 -0.0001735347],[0.006386154 3.247201E-09 -5.062328E-07]
[-0.0004490209 0.1000381 1.49417E-05],[1.0 -0.0001454949 3.963679E-05 2.876304E-07],[-1.40919E-08 -1.34122E-06 -0.0001777723],[0.006542081 3.589742E-09 -5.186126E-07]
[-0.0004490211 0.1000381 1.138139E-05],[1.0 -7.998489E-05 3.963681E-05 2.850339E-07],[-1.411114E-08 -1.326208E-06 -0.0001780149],[0.006551006 2.828596E-09 -5.193106E-07]
[-0.0004490214 0.1000381 7.892855E-06],[1.0 -1.579532E-05 3.963684E-05 2.824894E-07],[-1.382672E-08 -1.281502E-06 -0.0001744267],[0.006418958 3.170454E-09 -5.0885E-07]
[-0.0004490216 0.100038 4.548262E-06],[1.0 4.57454E-05 3.963684E-05 2.800505E-07],[-1.325618E-08 -1.206977E-06 -0.000167229],[0.006154073 3.513989E-09 -4.878491E-07]
[-0.0004490219 0.100038 1.414133E-06],[1.0 0.000103414 3.963685E-05 2.777628E-07],[-1.242212E-08 -1.102702E-06 -0.0001567071],[0.005766856 3.122491E-09 -4.571677E-07]
[-0.0004490221 0.100038 -1.449856E-06],[1.0 0.0001561117 3.963687E-05 2.756757E-07],[-1.135138E-08 -9.983797E-07 -0.0001431994],[0.005269772 3.09851E-09 -4.17763E-07]
[-0.0004490223 0.100038 -3.991724E-06],[1.0 0.0002028823 3.96369E-05 2.738217E-07],[-1.007466E-08 -8.642714E-07 -0.0001270934],[0.004677059 2.343125E-09 -3.707555E-07]
[-0.0004490225 0.100038 -6.168048E-06],[1.0 0.0002429268 3.96369E-05 2.722364E-07],[-8.625851E-09 -7.30161E-07 -0.0001088162],[0.004004453 1.563422E-09 -3.174258E-07]
[-0.0004490227 0.1000379 -7.94448E-06],[1.0 0.0002756136 3.963692E-05 2.709389E-07],[-7.040942E-09 -5.960626E-07 -8.882233E-05],[0.003268674 2.676406E-09 -2.591369E-07]
[-0.0004490228 0.1000379 -9.296001E-06],[1.0 0.0003004817 3.963692E-05 2.69955E-07],[-5.356758E-09 -4.470389E-07 -6.757607E-05],[0.002486811 7.983469E-10 -1.971346E-07]
[-0.0004490228 0.1000379 -1.020719E-05],[1.0 0.0003172476 3.963693E-05 2.692886E-07],[-3.611508E-09 -2.980293E-07 -4.555962E-05],[0.001676595 1.526381E-09 -1.32914E-07]
[-0.0004490229 0.1000379 -1.067213E-05],[1.0 0.0003258028 3.963692E-05 2.68948E-07],[-1.842842E-09 -1.490317E-07 -2.324767E-05],[0.0008555151 1.519047E-09 -6.783356E-08]
[-0.0004490229 0.1000379 -1.069427E-05],[1.0 0.00032621 3.963693E-05 2.689333E-07],[-8.773358E-11 4.0177E-12 -1.106644E-06],[4.072349E-05 -1.08555E-09 -3.222481E-09]
[-0.0004490228 0.1000379 -1.028576E-05],[1.0 0.0003186936 3.963693E-05 2.692331E-07],[1.6191E-09 1.341105E-07 2.042507E-05],[-0.0007516423 -1.08602E-09 5.959951E-08]
[-0.0004490228 0.1000379 -9.467252E-06],[1.0 0.000303633 3.963693E-05 2.698282E-07],[3.244169E-09 2.682089E-07 4.092557E-05],[-0.001506066 -3.457646E-10 1.19376E-07]
[-0.0004490227 0.1000379 -8.266898E-06],[1.0 0.0002815464 3.963691E-05 2.707039E-07],[4.757605E-09 3.874262E-07 6.001769E-05],[-0.002208651 -3.415201E-10 1.750755E-07]
[-0.0004490225 0.100038 -6.719608E-06],[1.0 0.0002530759 3.96369E-05 2.718303E-07],[6.132741E-09 5.066435E-07 7.73652E-05],[-0.002847049 -1.06759E-09 2.257044E-07]
[-0.0004490224 0.100038 -4.866183E-06],[1.0 0.0002189728 3.963691E-05 2.731837E-07],[7.346047E-09 6.109354E-07 9.267125E-05],[-0.003410313 -2.922298E-09 2.70366E-07]
