r,y,e,u,d
[0.0171019353823379 -5.01104549125229E-273 0.0187883565989926 -5.01104615933744E-273],[0.0171488651233589 0.0 0.0187427516397671 0.0],[-4.69297410210685E-05 -5.01104549125229E-273 4.56049592254919E-05 -5.01104615933744E-273],[302.908376995017 1.26984627534172E-269 316.681697371561 1.26984644464081E-269],[0.0 0.0 0.0 0.0]
[0.0170968814003422 -4.8248372873039E-273 0.0187932289201326 -4.82483793056331E-273],[0.0171483454489549 0.0 0.0187432795992226 0.0],[-5.14640486127087E-05 -4.8248372873039E-273 4.99493209099554E-05 -4.82483793056331E-273],[302.903343810035 1.22265935703601E-269 316.686582416143 1.22265952004402E-269],[0.0 0.0 0.0 0.0]
[0.0170916825411088 -4.64554849673505E-273 0.0187982420638532 -4.64554911609123E-273],[0.0171477755731492 0.0 0.0187438578610131 0.0],[-5.60930320403392E-05 -4.64554849673505E-273 5.43842028401138E-05 -4.64554911609123E-273],[302.897857910381 1.17722588346012E-269 316.691901192267 1.17722604041083E-269],[0.0 0.0 0.0 0.0]
[0.0170890414968588 -4.47292199724662E-273 0.0188007855310414 -4.4729225935878E-273],[0.0171471544501003 0.0 0.0187444874754419 0.0],[-5.81129532414605E-05 -4.47292199724662E-273 5.6298055599438E-05 -4.4729225935878E-273],[302.892174462393 1.13348069739399E-269 316.697407143229 1.13348084851248E-269],[0.0 0.0 0.0 0.0]
[0.0170868620966795 -4.30671022108883E-273 0.0188028842865642 -4.30671079527024E-273],[0.0171465109721515 0.0 0.0187451392579828 0.0],[-5.96488754720202E-05 -4.30671022108883E-273 5.77450285814199E-05 -4.30671079527024E-273],[302.886340801181 1.09136106283064E-269 316.703054608178 1.09136120833363E-269],[0.0 0.0 0.0 0.0]
[0.0170864922330359 -4.1466748000185E-273 0.0188032365376044 -4.14667535286358E-273],[0.017145850499672 0.0 0.0187458078044149 0.0],[-5.93582666361739E-05 -4.1466748000185E-273 5.74287331895594E-05 -4.14667535286358E-273],[302.880535561518 1.05080657500496E-269 316.70867113943 1.05080671510113E-269],[0.0 0.0 0.0 0.0]
[0.0170865433979338 -3.99258622344952E-273 0.018803183418646 -3.99258675575112E-273],[0.0171451932576371 0.0 0.0187464727007426 0.0],[-5.86498597033129E-05 -3.99258622344952E-273 5.67107179034465E-05 -3.99258675575112E-273],[302.874799604068 1.01175907376587E-269 316.714217448774 1.01175920865612E-269],[0.0 0.0 0.0 0.0]
[0.0170890479707265 -3.84422350930624E-273 0.018800762022408 -3.84422402182776E-273],[0.017144543871782 0.0 0.0187471292956298 0.0],[-5.54959010555592E-05 -3.84422350930624E-273 5.3632726778205E-05 -3.84422402182776E-273],[302.869372103836 9.74162560167395E-270 316.719462730524 9.74162690045191E-270],[0.0 0.0 0.0 0.0]
[0.0170919323822228 -3.7013738871079E-273 0.0187979749558662 -3.70137438058435E-273],[0.0171439294186666 0.0 0.018747750264213 0.0],[-5.19970364438599E-05 -3.7013738871079E-273 5.02246916531772E-05 -3.70137438058435E-273],[302.864286792634 9.37963116159313E-270 316.724374706371 9.37963241210908E-270],[0.0 0.0 0.0 0.0]
[0.0170958902168574 -3.5638324928294E-273 0.0187941522076445 -3.56383296796848E-273],[0.0171433537151294 0.0 0.0187483317833264 0.0],[-4.7463498272015E-05 -3.5638324928294E-273 4.58204243181486E-05 -3.56383296796848E-273],[302.859644861555 9.03108827261965E-270 316.728855944784 9.03108947666699E-270],[0.0 0.0 0.0 0.0]
[0.0171002450482814 -3.43140207510097E-273 0.0187899469269632 -3.4314025325841E-273],[0.0171428282146988 0.0 0.0187488623161533 0.0],[-4.2583166417396E-05 -3.43140207510097E-273 4.10846108099411E-05 -3.4314025325841E-273],[302.855480227029 8.69549708114483E-270 316.732874020542 8.69549824045031E-270],[0.0 0.0 0.0 0.0]
[0.0171063661465856 -3.30389271232533E-273 0.0187840363731517 -3.30389315280859E-273],[0.0171423567545713 0.0 0.0187493380216383 0.0],[-3.59906079857239E-05 -3.30389271232533E-273 3.46983515134638E-05 -3.30389315280859E-273],[302.851960344849 8.37237630789601E-270 316.736267520013 8.37237742412222E-270],[0.0 0.0 0.0 0.0]
[0.0171122108490509 -3.18112154030659E-273 0.018778393283729 -3.18112196442169E-273],[0.0171419582891027 0.0 0.018749739787383 0.0],[-2.97474400518458E-05 -3.18112154030659E-273 2.86534963460407E-05 -3.18112196442169E-273],[302.849051044618 8.06126255772254E-270 316.739069832528 8.06126363247028E-270],[0.0 0.0 0.0 0.0]
[0.0171178230892696 -3.0629124900004E-273 0.0187729750785932 -3.06291289835558E-273],[0.0171416289475748 0.0 0.0187500715641214 0.0],[-2.3805858305196E-05 -3.0629124900004E-273 2.29035144717893E-05 -3.06291289835558E-273],[302.8467228312 7.76170965502981E-270 316.741309796701 7.76171068984041E-270],[0.0 0.0 0.0 0.0]
[0.0171252646069563 -2.94909603500918E-273 0.0187657899033467 -2.94909642819006E-273],[0.0171413653890992 0.0 0.0187503367643512 0.0],[-1.61007821429977E-05 -2.94909603500918E-273 1.54531389955394E-05 -2.94909642819006E-273],[302.845148174385 7.4732880039083E-270 316.742821114003 7.4732890002658E-270],[0.0 0.0 0.0 0.0]
[0.0171311398688737 -2.83950894846028E-273 0.0187601177290401 -2.83950932703073E-273],[0.0171411871359063 0.0 0.0187505156976012 0.0],[-1.00472670326451E-05 -2.83950894846028E-273 9.60203143887325E-06 -2.83950932703073E-273],[302.844165551468 7.19558397203989E-270 316.74376019287 7.19558493137319E-270],[0.0 0.0 0.0 0.0]
[0.0171382251775475 -2.73399406891843E-273 0.0187532762869455 -2.73399443342138E-273],[0.0171410759021879 0.0 0.0187506268807943 0.0],[-2.8507246404158E-06 -2.73399406891843E-273 2.64940615118253E-06 -2.73399443342138E-273],[302.843886750542 6.92819929749794E-270 316.744019304844 6.92820022118285E-270],[0.0 0.0 0.0 0.0]
[0.0171444872938954 -2.63240007499689E-273 0.0187472297743246 -2.63240042595507E-273],[0.0171410443417605 0.0 0.0187506575586769 0.0],[3.44295213487722E-06 -2.63240007499689E-273 -3.42778435232644E-06 -2.63240042595507E-273],[302.844223471329 6.6707505175905E-270 316.743684067466 6.67075140695169E-270],[0.0 0.0 0.0 0.0]
[0.0171506518589374 -2.53458126834378E-273 0.0187412770051852 -2.53458160626051E-273],[0.0171410824587535 0.0 0.0187506178678378 0.0],[9.56940018386962E-06 -2.53458126834378E-273 -9.34086265262646E-06 -2.53458160626051E-273],[302.845159358858 6.42286841892731E-270 316.742770530912 6.42286927524024E-270],[0.0 0.0 0.0 0.0]
[0.0171553952812908 -2.44039736469265E-273 0.0187366968964534 -2.44039769005255E-273],[0.0171411884019999 0.0 0.0187505097087743 0.0],[1.42068792908998E-05 -2.44039736469265E-273 -1.3812812320893E-05 -2.44039769005255E-273],[302.846548791937 6.18419750792219E-270 316.741419637591 6.18419833241491E-270],[0.0 0.0 0.0 0.0]
[0.0171614743682457 -2.34971329267752E-273 0.0187308254150952 -2.34971360594719E-273],[0.0171413456875835 0.0 0.0187503497689956 0.0],[2.01286806622986E-05 -2.34971329267752E-273 -1.95243539003291E-05 -2.34971360594719E-273],[302.848517377307 5.95439550097124E-270 316.73951015539 5.95439629482618E-270],[0.0 0.0 0.0 0.0]
[0.0171648175314059 -2.26239900012381E-273 0.018727597206735 -2.26239930175252E-273],[0.0171415685351752 0.0 0.018750123695934 0.0],[2.32489962307611E-05 -2.26239900012381E-273 -2.25264891990234E-05 -2.26239930175252E-273],[302.850791129603 5.73313283357582E-270 316.737307064296 5.73313359793147E-270],[0.0 0.0 0.0 0.0]
[0.017169564720635 -2.17832926753745E-273 0.0187230113745639 -2.17832955795777E-273],[0.0171418259300435 0.0 0.0187498628627538 0.0],[2.77387905914944E-05 -2.17832926753745E-273 -2.68514881898926E-05 -2.17832955795777E-273],[302.853503983877 5.52009218770635E-270 316.734680988215 5.52009292365889E-270],[0.0 0.0 0.0 0.0]
[0.0171716330144539 -2.09738352852461E-273 0.0187210139277518 -2.09738380815304E-273],[0.0171421330349636 0.0 0.0187495519529799 0.0],[2.94999794902794E-05 -2.09738352852461E-273 -2.85380252280296E-05 -2.09738380815304E-273],[302.85638908246 5.31496803672893E-270 316.731889968778 5.3149687453338E-270],[0.0 0.0 0.0 0.0]
[0.0171744795324873 -2.01944569688463E-273 0.0187182636138833 -2.0194459661222E-273],[0.0171424596415814 0.0 0.0187492215178459 0.0],[3.20198909059301E-05 -2.01944569688463E-273 -3.0957903962528E-05 -2.0194459661222E-273],[302.85952062843 5.11746620724244E-270 316.728862285152 5.11746688951587E-270],[0.0 0.0 0.0 0.0]
[0.0171760552249146 -1.94440400012801E-273 0.0187167409237904 -1.94440425936083E-273],[0.0171428141507143 0.0 0.0187488630667933 0.0],[3.32410742002673E-05 -1.94440400012801E-273 -3.21221430029418E-05 -1.94440425936083E-273],[302.862771606151 4.92730345719742E-270 316.725720738925 4.92730411411788E-270],[0.0 0.0 0.0 0.0]
[0.0171763960270471 -1.87215081918085E-273 0.0187164112043408 -1.87215106878069E-273],[0.0171431821840908 0.0 0.0187484911390347 0.0],[3.32138429562992E-05 -1.87215081918085E-273 -3.2079934693896E-05 -1.87215106878069E-273],[302.866019920656 4.74420706969204E-270 316.722583320671 4.74420770220163E-270],[0.0 0.0 0.0 0.0]
[0.0171762060618952 -1.80258253404579E-273 0.0187165939136525 -1.80258277437062E-273],[0.0171435499199183 0.0 0.0187481197036688 0.0],[3.26561419768667E-05 -1.80258253404579E-273 -3.15257900162721E-05 -1.80258277437062E-273],[302.869213691993 4.56791446186224E-270 316.719500097778 4.56791507086806E-270],[0.0 0.0 0.0 0.0]
[0.0171761631135549 -1.73559937519813E-273 0.018716633944397 -1.73559960659259E-273],[0.0171439114848576 0.0 0.0187477546880143 0.0],[3.22516286972996E-05 -1.73559937519813E-273 -3.11207436172536E-05 -1.73559960659259E-273],[302.872367901924 4.3981728083055E-270 316.71645648843 4.39817339468093E-270],[0.0 0.0 0.0 0.0]
[0.0171742287035974 -1.67110528050397E-273 0.0187185017582658 -1.67110550329991E-273],[0.0171442685748158 0.0 0.0187473943656014 0.0],[2.99601287815678E-05 -1.67110528050397E-273 -2.88926073355941E-05 -1.67110550329991E-273],[302.875298003117 4.23473867849788E-270 316.713630790856 4.23473924308386E-270],[0.0 0.0 0.0 0.0]
[0.0171724675239624 -1.60900775745523E-273 0.0187202016330121 -1.60900797197218E-273],[0.0171446002966242 0.0 0.0187470598441114 0.0],[2.78672273381318E-05 -1.60900775745523E-273 -2.68582110993267E-05 -1.60900797197218E-273],[302.878023418507 4.0773776876846E-270 316.711004057274 4.07737823129082E-270],[0.0 0.0 0.0 0.0]
[0.0171708569087014 -1.54921775052398E-273 0.0187217555450523 -1.54921795706958E-273],[0.0171449088484807 0.0 0.0187467488797407 0.0],[2.59480602206631E-05 -1.54921775052398E-273 -2.49933346883786E-05 -1.54921795706958E-273],[302.880561139315 3.92586416074329E-270 316.708559708642 3.92586468414935E-270],[0.0 0.0 0.0 0.0]
[0.0171673532116517 -1.49164951344579E-273 0.0187251389047789 -1.49164971231624E-273],[0.0171451961534077 0.0 0.0187464595092259 0.0],[2.21570582439427E-05 -1.49164951344579E-273 -2.13206044470428E-05 -1.49164971231624E-273],[302.882728100054 3.77998080853794E-270 316.706474553102 3.77998131249447E-270],[0.0 0.0 0.0 0.0]
[0.0171640183801815 -1.43622048624895E-273 0.01872835866905 -1.43622067772946E-273],[0.0171454414850968 0.0 0.018746212663007 0.0],[1.85768950846481E-05 -1.43622048624895E-273 -1.78539939569115E-05 -1.43622067772946E-273],[302.884544920764 3.63951841629945E-270 316.704728432136 3.63951890152917E-270],[0.0 0.0 0.0 0.0]
[0.0171608271091635 -1.3828511768533E-273 0.0187314393848 -1.38285136121849E-273],[0.0171456471771599 0.0 0.0187460059538466 0.0],[1.51799320035964E-05 -1.3828511768533E-273 -1.45665690465709E-05 -1.38285136121849E-273],[302.886029518417 3.5042755435857E-270 316.703303821392 3.50427601078451E-270],[0.0 0.0 0.0 0.0]
[0.0171577554836024 -1.33146504706875E-273 0.0187344042455064 -1.33146522458301E-273],[0.0171458152573764 0.0 0.0187458373065292 0.0],[1.19402262260086E-05 -1.33146504706875E-273 -1.14330610228031E-05 -1.33146522458301E-273],[302.887197272781 3.37405823539114E-270 316.702185667796 3.37405868522905E-270],[0.0 0.0 0.0 0.0]
[0.0171534344754816 -1.28198840283003E-273 0.0187385764467401 -1.28198857374794E-273],[0.01714594746644 0.0 0.0187457049385486 0.0],[7.48700904158739E-06 -1.28198840283003E-273 -7.12849180848144E-06 -1.28198857374794E-273],[302.887929502414 3.24867974399125E-270 316.701488501155 3.24868017711338E-270],[0.0 0.0 0.0 0.0]
[0.0171499078770645 -1.2343502885103E-273 0.018741980732694 -1.23435045307698E-273],[0.0171460303671775 0.0 0.0187456224076008 0.0],[3.87750988703126E-06 -1.2343502885103E-273 -3.64167490686865E-06 -1.23435045307698E-273],[302.888308722959 3.12796026112322E-270 316.701132345276 3.12796067815073E-270],[0.0 0.0 0.0 0.0]
[0.0171464592933411 -1.188482385162E-273 0.0187453095772535 -1.18848254361346E-273],[0.0171460733014143 0.0 0.0187455802457537 0.0],[3.85991926851736E-07 -1.188482385162E-273 -2.70668500210181E-07 -1.18848254361346E-273],[302.888346472977 3.01172666011871E-270 316.701105873891 3.01172706164966E-270],[0.0 0.0 0.0 0.0]
[0.0171423977924927 -1.14431891253905E-273 0.0187492307348987 -1.14431906510251E-273],[0.0171460775753634 0.0 0.0187455771120646 0.0],[-3.67978287070178E-06 -1.14431891253905E-273 3.65362283410997E-06 -1.14431906510251E-273],[302.887986590139 2.89981224761872E-270 316.701463198278 2.89981263422897E-270],[0.0 0.0 0.0 0.0]
[0.0171397511971785 -1.10179653475979E-273 0.0187517846415689 -1.10179668165407E-273],[0.0171460368304786 0.0 0.0187456194122366 0.0],[-6.28563330014667E-06 -1.10179653475979E-273 6.16522933232291E-06 -1.10179668165407E-273],[302.887371855076 2.79205652451478E-270 316.702066157829 2.79205689675876E-270],[0.0 0.0 0.0 0.0]
[0.0171371165744915 -1.06085426947556E-273 0.0187543271451432 -1.06085441091131E-273],[0.0171459672320806 0.0 0.018745690790884 0.0],[-8.85065758910245E-06 -1.06085426947556E-273 8.63635425927753E-06 -1.06085441091131E-273],[302.886506260587 2.68830495577332E-270 316.702910793448 2.68830531418488E-270],[0.0 0.0 0.0 0.0]
[0.0171338116504961 -1.02143340041443E-273 0.0187575175431563 -1.02143353659449E-273],[0.0171458692323955 0.0 0.0187457907794913 0.0],[-1.20575818993926E-05 -1.02143340041443E-273 1.17267636650896E-05 -1.02143353659449E-273],[302.885327028837 2.58840874881332E-270 316.704057671169 2.58840909390646E-270],[0.0 0.0 0.0 0.0]
[0.0171318726816711 -9.83477393174805E-274 0.0187593882744338 -9.83477524294478E-274],[0.0171457357242093 0.0 0.0187459265481754 0.0],[-1.38630425382431E-05 -9.83477393174805E-274 1.34617262584069E-05 -9.83477524294478E-274],[302.883971223 2.49222464011939E-270 316.705374228266 2.49222497238903E-270],[0.0 0.0 0.0 0.0]
[0.017129228988805 -9.4693181414811E-274 0.0187619402277006 -9.46931940395434E-274],[0.0171455822256112 0.0 0.0187460824043025 0.0],[-1.63532368061929E-05 -9.4693181414811E-274 1.58578233981146E-05 -9.46931940395434E-274],[302.882371876114 2.39961468978414E-270 316.706925123711 2.39961500970679E-270],[0.0 0.0 0.0 0.0]
[0.0171285963449648 -9.11744252454264E-274 0.0187625493777622 -9.11744374010294E-274],[0.0171454011552096 0.0 0.0187462660026078 0.0],[-1.68048102448422E-05 -9.11744252454264E-274 1.62833751543405E-05 -9.11744374010294E-274],[302.880728365336 2.31044608368529E-270 316.708517638126 2.31044639171976E-270],[0.0 0.0 0.0 0.0]
[0.0171272152287615 -8.77864244777992E-274 0.0187638820829117 -8.77864361817054E-274],[0.0171452150857797 0.0 0.018746454528791 0.0],[-1.79998570182284E-05 -8.77864244777992E-274 1.74275541206803E-05 -8.77864361817054E-274],[302.87896797896 2.22459094301382E-270 316.710222053267 2.22459123960186E-270],[0.0 0.0 0.0 0.0]
[0.0171264599021594 -8.45243202998191E-274 0.0187646105158982 -8.45243315688135E-274],[0.0171450157854446 0.0 0.0187466563031365 0.0],[-1.85558832852054E-05 -8.45243202998191E-274 1.7954212761781E-05 -8.45243315688135E-274],[302.877153213204 2.14192614087989E-270 316.711977975634 2.14192642644686E-270],[0.0 0.0 0.0 0.0]
[0.0171263142775275 -8.13834344506559E-274 0.0187647502480737 -8.13834453008994E-274],[0.0171448103298164 0.0 0.0187468641762145 0.0],[-1.84960522888432E-05 -8.13834344506559E-274 1.78860718591349E-05 -8.13834453008994E-274],[302.875344298921 2.06233312573373E-270 316.713727233819 2.06233340068916E-270],[0.0 0.0 0.0 0.0]
[0.017126764214962 -7.8359262511554E-274 0.0187643149467264 -7.83592729586074E-274],[0.0171446055378778 0.0 0.0187470712615062 0.0],[-1.7841322915782E-05 -7.8359262511554E-274 1.72436852201897E-05 -7.83592729586074E-274],[302.873599417184 1.98569775134798E-270 316.715413666578 1.98569801608618E-270],[0.0 0.0 0.0 0.0]
[0.0171264500485425 -7.54474674459397E-274 0.0187646182572381 -7.54474775047853E-274],[0.0171444079963909 0.0 0.0187472709103156 0.0],[-1.79579478484099E-05 -7.54474674459397E-274 1.73473469224951E-05 -7.54474775047853E-274],[302.871843129525 1.91191011311793E-270 316.717110237453 1.91191036801858E-270],[0.0 0.0 0.0 0.0]
[0.0171280995966672 -7.26438733795741E-274 0.0187630246350667 -7.26438830646375E-274],[0.0171442091647666 0.0 0.0187474717604014 0.0],[-1.61095680993456E-05 -7.26438733795741E-274 1.55528746652832E-05 -7.26438830646375E-274],[302.870267613443 1.8408643904447E-270 316.718631308906 1.84086463587335E-270],[0.0 0.0 0.0 0.0]
[0.0171289632571596 -6.99444596118327E-274 0.0187621906275883 -6.99444689370035E-274],[0.0171440307995101 0.0 0.0187476518347432 0.0],[-1.50675423504464E-05 -6.99444596118327E-274 1.45387928450202E-05 -6.99444689370035E-274],[302.868794007501 1.77245869497543E-270 316.720053203137 1.77245893128407E-270],[0.0 0.0 0.0 0.0]
[0.0171304256639482 -6.73453548495239E-274 0.0187607783968249 -6.73453638281755E-274],[0.0171438639724101 0.0 0.0187478201686219 0.0],[-1.34383084618543E-05 -6.73453548495239E-274 1.29582282030437E-05 -6.73453638281755E-274],[302.867479740665 1.70659492448277E-270 316.721320518114 1.70659515201029E-270],[0.0 0.0 0.0 0.0]
[0.0171324770015799 -6.48428316549753E-274 0.0187587973775507 -6.48428402999843E-274],[0.0171437151847937 0.0 0.0187479702029539 0.0],[-1.12381832137291E-05 -6.48428316549753E-274 1.0827174596717E-05 -6.48428402999843E-274],[302.866380646122 1.64317862217418E-270 316.722379416006 1.64317884124688E-270],[0.0 0.0 0.0 0.0]
[0.0171337628785828 -6.24333011004276E-274 0.0187575561233409 -6.24333094241919E-274],[0.0171435907572412 0.0 0.0187480955637555 0.0],[-9.82787865843465E-06 -6.24333011004276E-274 9.46055958533226E-06 -6.24333094241919E-274],[302.865419479393 1.58211884122915E-270 316.723304658922 1.5821190521612E-270],[0.0 0.0 0.0 0.0]
[0.0171356651087825 -6.0113307621068E-274 0.018755719480768 -6.0113315635525E-274],[0.0171434819447486 0.0 0.0187482051017552 0.0],[-7.81683596605409E-06 -6.0113307621068E-274 7.51437901278657E-06 -6.0113315635525E-274],[302.864654992679 1.52332801437027E-270 316.72403956534 1.52332821746418E-270],[0.0 0.0 0.0 0.0]
[0.0171381740947616 -5.7879524059323E-274 0.0187532966608692 -5.78795317759663E-274],[0.017143395398403 0.0 0.0187482921063553 0.0],[-5.22130364135134E-06 -5.7879524059323E-274 5.0045545138197E-06 -5.78795317759663E-274],[302.864144349079 1.46672182828089E-270 316.724529010871 1.46672202382793E-270],[0.0 0.0 0.0 0.0]
[0.0171399335123704 -5.57287468933027E-274 0.0187515981382634 -5.5728754323199E-274],[0.0171433375893611 0.0 0.0187483500512773 0.0],[-3.40407699067971E-06 -5.57287468933027E-274 3.24808698611012E-06 -5.5728754323199E-274],[302.863811430281 1.41221910268943E-270 316.724846673843 1.41221929097002E-270],[0.0 0.0 0.0 0.0]
[0.0171416512369375 -5.36578916425548E-274 0.018749939899122 -5.36578987963595E-274],[0.0171432999002763 0.0 0.0187483876590976 0.0],[-1.64866333875885E-06 -5.36578916425548E-274 1.55224002433563E-06 -5.36578987963595E-274],[302.863650190974 1.35974167394677E-270 316.724998482949 1.35974185523094E-270],[0.0 0.0 0.0 0.0]
[0.0171440092228202 -5.16639884445376E-274 0.018747662946442 -5.16639953325102E-274],[0.0171432816467052 0.0 0.0187484056316481 0.0],[7.27576115015782E-07 -5.16639884445376E-274 -7.42685206077398E-07 -5.16639953325102E-274],[302.863721347932 1.30921428292998E-270 316.724925848321 1.30921445747771E-270],[0.0 0.0 0.0 0.0]
[0.0171456480120321 -4.97441777954702E-274 0.0187460808623744 -4.97441844274887E-274],[0.0171432897022372 0.0 0.0187483970324954 0.0],[2.35830979481919E-06 -4.97441777954702E-274 -2.31617012091956E-06 -4.97441844274887E-274],[302.863951990677 1.2605644671114E-270 316.724699326836 1.26056463517301E-270],[0.0 0.0 0.0 0.0]
[0.0171479455127801 -4.78957064494499E-274 0.0187438621365914 -4.78957128350256E-274],[0.0171433158128383 0.0 0.0187483702148195 0.0],[4.62969994183618E-06 -4.78957064494499E-274 -4.5080782280979E-06 -4.78957128350256E-274],[302.864404775424 1.21372245663839E-270 316.724258436696 1.21372261845491E-270],[0.0 0.0 0.0 0.0]
[0.0171488644678739 -4.61159234699578E-274 0.0187429753930753 -4.61159296182484E-274],[0.0171433670717462 0.0 0.0187483180182851 0.0],[5.49739612766206E-06 -4.61159234699578E-274 -5.34262520983375E-06 -4.61159296182484E-274],[302.864942420875 1.16862107427477E-270 316.723735927844 1.16862123007826E-270],[0.0 0.0 0.0 0.0]
[0.0171504748543306 -4.44022764280874E-274 0.0187414203256599 -4.44022823479103E-274],[0.017143427937674 0.0 0.0187482561590887 0.0],[7.0469166565737E-06 -4.44022764280874E-274 -6.83583342881919E-06 -4.44022823479103E-274],[302.865631609465 1.12519563906034E-270 316.723067383198 1.12519578907424E-270],[0.0 0.0 0.0 0.0]
[0.0171520837034497 -4.27523077420463E-274 0.018739866556335 -4.27523134418912E-274],[0.0171435059597011 0.0 0.0187481770110387 0.0],[8.57774374860704E-06 -4.27523077420463E-274 -8.31045470369926E-06 -4.27523134418912E-274],[302.866470512975 1.08338387355038E-270 316.722254620562 1.08338401798983E-270],[0.0 0.0 0.0 0.0]
[0.0171523455698578 -4.11636511526794E-274 0.0187396142803927 -4.11636566407206E-274],[0.0171436009309738 0.0 0.0187480807894509 0.0],[8.74463888406868E-06 -4.11636511526794E-274 -8.46650905828722E-06 -4.11636566407206E-274],[302.867325738832 1.04312581450209E-270 316.721426595807 1.04312595357424E-270],[0.0 0.0 0.0 0.0]
[0.0171533252634812 -3.96340283299612E-274 0.0187386681078739 -3.96340336140692E-274],[0.0171436977503508 0.0 0.0187479827612607 0.0],[9.62751313034887E-06 -3.96340283299612E-274 -9.31465338682019E-06 -3.96340336140692E-274],[302.868267309809 1.00436372687992E-270 316.720515622519 1.00436386078421E-270],[0.0 0.0 0.0 0.0]
[0.0171543252871977 -3.81612456055886E-274 0.0187377020837927 -3.81612506933415E-274],[0.0171438043451001 0.0 0.0187478749132562 0.0],[1.05209420976152E-05 -3.81612456055886E-274 -1.01728294635353E-05 -3.81612506933415E-274],[302.869296258156 9.67042021056311E-271 316.719520719595 9.67042149984779E-271],[0.0 0.0 0.0 0.0]
[0.0171539969441415 -3.6743190826989E-274 0.0187380195946137 -3.67431957256834E-274],[0.0171439208321739 0.0 0.0187477571293719 0.0],[1.00761119675198E-05 -3.6743190826989E-274 -9.73753475824041E-06 -3.67431957256834E-274],[302.870281702108 9.31107173089382E-271 316.718568388501 9.31107297226926E-271],[0.0 0.0 0.0 0.0]
[0.0171544015089486 -3.53778303282327E-274 0.0187376286163918 -3.53778350448938E-274],[0.0171440323944933 0.0 0.0187476443857988 0.0],[1.03691144552991E-05 -3.53778303282327E-274 -1.00157694070055E-05 -3.53778350448938E-274],[302.871295801709 8.96507647962918E-271 316.717588846053 8.96507767487566E-271],[0.0 0.0 0.0 0.0]
[0.0171541639863788 -3.40632060135042E-274 0.0187378579727319 -3.40632105548963E-274],[0.0171441472013038 0.0 0.0187475284211102 0.0],[1.00167850750413E-05 -3.40632060135042E-274 -9.67044837834469E-06 -3.40632105548963E-274],[302.872275443489 8.63193825678808E-271 316.716643076008 8.63193940761974E-271],[0.0 0.0 0.0 0.0]
[0.0171539748652671 -3.27974325489505E-274 0.0187380403737079 -3.27974369215865E-274],[0.0171442581074892 0.0 0.0187474164549616 0.0],[9.71675777786465E-06 -3.27974325489505E-274 -9.37608125366196E-06 -3.27974369215865E-274],[302.873225742594 8.31117930095824E-271 316.715726095074 8.31118040902551E-271],[0.0 0.0 0.0 0.0]
[0.0171531540471817 -3.15786946588795E-274 0.0187388330905979 -3.15786988690303E-274],[0.017144365692105 0.0 0.0187473078973664 0.0],[8.78835507668249E-06 -3.15786946588795E-274 -8.47480676850754E-06 -3.15786988690303E-274],[302.874085243896 8.00233960412729E-271 316.714897258803 8.00234067101927E-271],[0.0 0.0 0.0 0.0]
[0.017152390295885 -3.040524452243E-274 0.0187395705049058 -3.04052485761335E-274],[0.0171444629976724 0.0 0.0187472097751252 0.0],[7.92729821261565E-06 -3.040524452243E-274 -7.63927021936797E-06 -3.04052485761335E-274],[302.874860533819 7.70497625197436E-271 316.714150138023 7.70497727922111E-271],[0.0 0.0 0.0 0.0]
[0.0171516752847569 -2.92753992669805E-274 0.0187402606881075 -2.92754031700501E-274],[0.0171445507697669 0.0 0.0187471213270377 0.0],[7.12451498999928E-06 -2.92753992669805E-274 -6.86063893021865E-06 -2.92754031700501E-274],[302.875557311527 7.41866278867618E-271 316.713479167399 7.41866377775091E-271],[0.0 0.0 0.0 0.0]
[0.0171510021162857 -2.81875385547014E-274 0.0187409103280602 -2.81875423127347E-274],[0.0171446296535311 0.0 0.018747041894184 0.0],[6.37246275456832E-06 -2.81875385547014E-274 -6.13156612377583E-06 -2.81875423127347E-274],[302.876180538512 7.14298860531671E-271 316.712879500109 7.14298955763786E-271],[0.0 0.0 0.0 0.0]
[0.0171496900143753 -2.71401022587908E-274 0.0187421773407448 -2.71401058771773E-274],[0.0171447002106069 0.0 0.0187469709027176 0.0],[4.98980376836128E-06 -2.71401022587908E-274 -4.79356197279762E-06 -2.71401058771773E-274],[302.87666854142 6.87755835102312E-271 316.712410689653 6.87755926795645E-271],[0.0 0.0 0.0 0.0]
[0.0171484271013735 -2.6131588226059E-274 0.0187433967392592 -2.61315917099879E-274],[0.0171447554587304 0.0 0.0187469154027992 0.0],[3.67164264313338E-06 -2.6131588226059E-274 -3.51866354002597E-06 -2.61315917099879E-274],[302.877027628144 6.62199136598379E-271 316.712066564288 6.62199224884429E-271],[0.0 0.0 0.0 0.0]
[0.0171472047921694 -2.51605501226557E-274 0.0187445768487843 -2.51605534771234E-274],[0.0171447961119622 0.0 0.0187468746637225 0.0],[2.4086802071499E-06 -2.51605501226557E-274 -2.29781493816389E-06 -2.51605534771234E-274],[302.877263197116 6.37592113553505E-271 316.711841837941 6.37592198558884E-271],[0.0 0.0 0.0 0.0]
[0.0189414035173227 -2.42255953598479E-274 0.0169953076523147 -2.4225598589665E-274],[0.0171448227814235 0.0 0.0187468480596514 0.0],[0.00179658073589921 -2.42255953598479E-274 -0.00175154040733672 -2.4225598589665E-274],[303.052968828968 6.1389947645338E-271 316.540541151123 6.13899558299998E-271],[0.0 0.0 0.0 0.0]
