r,y,e,u,d
[0.0398376246540515 0.0399414447008977 0.0400446877252039 0.0399407607020664],[0.0398868136826374 0.0399454520985633 0.0399953173876198 0.0399367516362388],[-4.91890285859026E-05 -4.00739766556052E-06 4.93703375841689E-05 4.00906582765509E-06],[461.96632827438 462.310198908806 462.603888401925 462.260632569882],[0.0 0.0 0.0 0.0]
[0.0398598222466752 0.0399402237314121 0.0400225066856979 0.0399419816775358],[0.0398859829726652 0.039945384371118 0.0399961523015441 0.0399368193845552],[-2.61607259900501E-05 -5.16063970586872E-06 2.63543841538191E-05 5.16229298066356E-06],[461.963769754856 462.30969419814 462.606465861222 462.261137442239],[0.0 0.0 0.0 0.0]
[0.0398826501540551 0.0399390398396348 0.0399996940931286 0.039943165565976],[0.0398855411708397 0.039945297153269 0.0399965979905854 0.0399369066210867],[-2.89101678453002E-06 -6.25731363416288E-06 3.09610254321108E-06 6.2589448892314E-06],[461.963487013357 462.309082232742 462.606768660112 462.261749567174],[0.0 0.0 0.0 0.0]
[0.0399058970001672 0.0399378641478852 0.03997646066259 0.0399443412460351],[0.0398854923475553 0.0399451914011127 0.0399966503501192 0.039937012389842],[2.04046526119037E-05 -7.32725322748901E-06 -2.0189687529204E-05 7.32885619307566E-06],[461.96548258879 462.30836562723 462.604794108269 462.262466329456],[0.0 0.0 0.0 0.0]
[0.0399291756381821 0.0399367068866307 0.0399531928423584 0.0399454984864783],[0.0398858369405061 0.0399450675665473 0.0399963089141676 0.0399371362390091],[4.33386976760111E-05 -8.36067991657335E-06 -4.31160718091933E-05 8.3622474692166E-06],[461.969721114288 462.307547952567 462.600577355585 462.263284157425],[0.0 0.0 0.0 0.0]
[0.0399523581309413 0.0399355752614849 0.0399300182210788 0.0399466300813321],[0.0398865688476238 0.0399449262667431 0.0399955797657608 0.0399372775515244],[6.57892833174911E-05 -9.35100525824295E-06 -6.55615446819857E-05 9.35252980764634E-06],[461.97615530751 462.306633424066 462.594165435206 462.264198835027],[0.0 0.0 0.0 0.0]
[0.0399747951722056 0.0399345662118882 0.0399075855971685 0.0399476390903585],[0.0398876799147194 0.0399447682302258 0.0399944710481834 0.0399374355989864],[8.71152574861769E-05 -1.02020183375198E-05 -8.68854510149078E-05 1.02034913721377E-05],[461.984675181432 462.305635666469 462.585668036361 462.265196736687],[0.0 0.0 0.0 0.0]
[0.0399965759904573 0.0399336423906502 0.0398858058339989 0.0399485628629837],[0.0398891511644092 0.0399445958115319 0.0399930017436564 0.039937608027119],[0.000107424826048128 -1.0953420881657E-05 -0.000107195909657486 1.09548358647252E-05],[461.995181331565 462.304564421688 462.575184274256 462.266268119854],[0.0 0.0 0.0 0.0]
[0.0400170927920985 0.0399327828409668 0.0398652866614787 0.0399494223572859],[0.0398909654504605 0.0399444106942116 0.0399911890097391 0.0399377931525874],[0.000126127341638013 -1.16278532447389E-05 -0.000125902348260466 1.16292046985281E-05],[462.007516588096 462.303427217408 462.562871022081 462.267405456306],[0.0 0.0 0.0 0.0]
[0.0400364691729279 0.0399319992812288 0.0398459048007969 0.039950205855999],[0.0398930956538957 0.0399442141791762 0.0399890599934931 0.0399379896746655],[0.000143373519032125 -1.2214897947338E-05 -0.000143155192696191 1.22161813335131E-05],[462.021538521121 462.302232600145 462.548870441377 462.268600199084],[0.0 0.0 0.0 0.0]
[0.0400542875956323 0.0399312939393768 0.0398280780969959 0.0399509111324512],[0.0398955172023939 0.0399440077433881 0.039986639299469 0.03993819611659],[0.000158770393238382 -1.27138040112995E-05 -0.00015856120247313 1.27150158611838E-05],[462.03706626875 462.300989189859 462.533363152608 462.269843727889],[0.0 0.0 0.0 0.0]
[0.0400703937745008 0.0399307246023882 0.0398119613116412 0.0399514804023246],[0.0398981988866055 0.0399437928764902 0.0399839581818283 0.0399384109889135],[0.00017219488789532 -1.30682741019891E-05 -0.000171996870187069 1.30694134111223E-05],[462.053906932226 462.29971111239 462.516541855269 462.271121916782],[0.0 0.0 0.0 0.0]
[0.0400847219341633 0.0399302291849905 0.0397976207420769 0.0399519757512525],[0.0399011074168293 0.0399435720195494 0.0399810499815867 0.039938631850839],[0.000183614517334015 -1.33428345588799E-05 -0.000183429239509862 1.33439004134581E-05],[462.071864435688 462.298406182904 462.498602471981 462.272426950509],[0.0 0.0 0.0 0.0]
[0.0400971325872586 0.0399298154800029 0.0397851964479512 0.0399523893877794],[0.0399042089518992 0.0399433465231015 0.0399779485942614 0.0399388573519905],[0.000192923635359395 -1.35310430985913E-05 -0.000192752146310135 1.35320357889449E-05],[462.090732371079 462.297082846619 462.479751308223 462.273750383879],[0.0 0.0 0.0 0.0]
[0.0401075814751716 0.0399294784595922 0.0397747332514425 0.0399527263407072],[0.0399074678623251 0.0399431178465435 0.0399746897065895 0.0399390860331282],[0.000200113612846518 -1.36393869512724E-05 -0.000199956455147074 1.36403075789923E-05],[462.110303486412 462.295748914303 462.460195562916 462.275084406233],[0.0 0.0 0.0 0.0]
[0.040115937904655 0.0399292864541359 0.0397663624477097 0.0399529182836022],[0.0399108483681054 0.0399428873396213 0.039971309155027 0.0399393165446395],[0.000205089536549651 -1.36008854854375E-05 -0.000204946707317251 1.36017389627194E-05],[462.130361247182 462.294418747431 462.440151770847 462.276414656575],[0.0 0.0 0.0 0.0]
[0.0401222187518787 0.0399291846622436 0.0397600676689642 0.0399530200170133],[0.0399143130803868 0.0399426574840399 0.0399678443844156 0.039939546405031],[0.000207905671491961 -1.34728217962843E-05 -0.000207776715451413 1.34736119822981E-05],[462.150694426007 462.29310110519 462.419831203926 462.277732376096],[0.0 0.0 0.0 0.0]
[0.0401262639711627 0.039929217456116 0.0397560095419301 0.0399529871718013],[0.039917825520979 0.0399424297933927 0.0399643319237904 0.0399397741008135],[0.000208438450183625 -1.32123372767329E-05 -0.000208322381860353 1.32130709878941E-05],[462.171079710597 462.29180893834 462.39945727082 462.279024614702],[0.0 0.0 0.0 0.0]
[0.0401284419673636 0.0399292847549315 0.0397538198108971 0.0399529198248044],[0.0399213471176794 0.0399422065055633 0.0399608103936437 0.0399399973942431],[0.000207094849684168 -1.29217506318613E-05 -0.000206990582746591 1.29224305612588E-05],[462.191333591032 462.29054519087 462.379213587694 462.280288428669],[0.0 0.0 0.0 0.0]
[0.040128657212626 0.0399294471537763 0.039753594394663 0.0399527573843713],[0.039924846167896 0.0399419881292372 0.0399573115302151 0.0399402157766177],[0.000203811044730023 -1.25409754609326E-05 -0.000203717135552103 1.25416077536022E-05],[462.211266315277 462.28931868322 462.359290047768 462.281514998158],[0.0 0.0 0.0 0.0]
[0.0401270121263602 0.0399297639794457 0.0397552310516935 0.0399524405273554],[0.0399282898850393 0.0399417761885452 0.039953868149039 0.0399404277238552],[0.000198722241320962 -1.20122090995212E-05 -0.000198637097345529 1.20128035002096E-05],[462.230701354447 462.28814388893 462.339863335681 462.28268985058],[0.0 0.0 0.0 0.0]
[0.0401234277512778 0.0399301273835801 0.0397588089970621 0.0399520770967157],[0.0399316477616175 0.0399415731844563 0.0399505107773846 0.0399406307350782],[0.000191779989660273 -1.14458008762391E-05 -0.000191701780322434 1.14463616375238E-05],[462.249457441266 462.287024489376 462.321114897736 462.283809304977],[0.0 0.0 0.0 0.0]
[0.0401182579933013 0.0399305331741502 0.0397639741368674 0.0399516712842628],[0.03993488846651 0.0399413797530405 0.0399472707604839 0.039940824174157],[0.000183369526791308 -1.08465788903542E-05 -0.000183296623616505 1.08471101058008E-05],[462.267390984649 462.285963693744 462.303188484286 462.284870152562],[0.0 0.0 0.0 0.0]
[0.0401116482703632 0.0399310568420865 0.0397705809709042 0.0399511476030094],[0.0399379871740831 0.0399411964487714 0.039944172924866 0.0399410074865492],[0.000173661096280121 -1.01396066848683E-05 -0.000173591953961758 1.01401164601875E-05],[462.284375043333 462.284972040007 462.286211187722 462.285861856154],[0.0 0.0 0.0 0.0]
[0.0401036099938029 0.0399316326943474 0.0397786180683327 0.0399505717422348],[0.0399409219325884 0.039941025092523 0.0399412392154095 0.0399411788513749],[0.000162688061214535 -9.39239817567689E-06 -0.000162621147076804 9.39289085992445E-06],[462.300285938969 462.284053463278 462.27030683629 462.286780481068],[0.0 0.0 0.0 0.0]
[0.0400942772240383 0.0399322126034743 0.0397879511915175 0.0399499918266294],[0.0399436713518247 0.0399408663641976 0.039938491010672 0.0399413375886474],[0.000150605872213536 -8.65376072332197E-06 -0.000150539819154555 8.65423798198511E-06],[462.315015196279 462.283207125307 462.25558403897 462.287626865716],[0.0 0.0 0.0 0.0]
[0.0400840248043744 0.039932806657712 0.0397982050793217 0.0399493977682484],[0.0399462166670826 0.0399407201188724 0.0399359470577681 0.0399414838431687],[0.000137808137291806 -7.91346116033737E-06 -0.000137741978446411 7.91392507969862E-06],[462.328492834859 462.282433188647 462.242112870727 462.288400847747],[0.0 0.0 0.0 0.0]
[0.040072829438204 0.0399334264717655 0.0398094029292271 0.0399487779526803],[0.0399485457652115 0.0399405863845677 0.0399336194449007 0.039941617586816],[0.000124283672992533 -7.15991280222233E-06 -0.000124216515673549 7.16036586433794E-06],[462.340647780559 462.281732949032 462.229964493013 462.289101131671],[0.0 0.0 0.0 0.0]
[0.0400609707628219 0.0399341177649205 0.0398212647401493 0.0399480866623571],[0.0399506463443242 0.0399404653851196 0.0399315204482751 0.0399417385956661],[0.000110324418497731 -6.34762019907642E-06 -0.000110255708125798 6.34806669104482E-06],[462.351437510892 462.28111215165 462.219181482557 462.28972197272],[0.0 0.0 0.0 0.0]
[0.0400485323483901 0.0399347962161835 0.0398337067368558 0.0399474082139391],[0.039952511037522 0.0399403581132204 0.0399296574060093 0.0399418458769647],[9.60213108681732E-05 -5.56189703690424E-06 -9.59506691534939E-05 5.56233697435876E-06],[462.360828397012 462.280568198009 462.209797505197 462.290265969387],[0.0 0.0 0.0 0.0]
[0.0400357590106401 0.0399354469076962 0.0398464837877087 0.039946757524519],[0.0399541340163264 0.0399402641198044 0.0399280361180468 0.0399419398796768],[8.16249943136685E-05 -4.81721210818936E-06 -8.15523303380958E-05 4.81764484223934E-06],[462.368811323086 462.280097074568 462.201821685661 462.290737135149],[0.0 0.0 0.0 0.0]
[0.0400228596021639 0.0399361522671681 0.0398593867826108 0.0399460521694534],[0.0399555136905205 0.0399401827112991 0.039926658146119 0.0399420212972861],[6.73459116433892E-05 -4.03044413095632E-06 -6.72713635082173E-05 4.0308721673335E-06],[462.37539775459 462.279702897052 462.195242544967 462.291131354528],[0.0 0.0 0.0 0.0]
[0.0400098364785637 0.0399368582922757 0.0398724132620494 0.0399453461484706],[0.0399566520291024 0.0399401145988477 0.039925521494468 0.039942089418597],[5.31844494613271E-05 -3.25630657203174E-06 -5.3108232418636E-05 3.25672987359221E-06],[462.38059919481 462.279384430204 462.190048558776 462.291449862774],[0.0 0.0 0.0 0.0]
[0.0399972038037454 0.0399375040463534 0.0398850487021915 0.0399447003960333],[0.0399575510099171 0.0399400595689689 0.0399246241618127 0.0399421444570279],[3.96527938283167E-05 -2.55552261553549E-06 -3.95754596211814E-05 2.55593900538864E-06],[462.384477238838 462.279134500041 462.186178078034 462.29169983366],[0.0 0.0 0.0 0.0]
[0.0399847200638022 0.0399381207875489 0.0398975347096359 0.0399440836551678],[0.039958221270703 0.0399400163819991 0.0399239554895106 0.0399421876521851],[2.64987930991695E-05 -1.89559445028936E-06 -2.64207798746988E-05 1.89600298265702E-06],[462.387068821332 462.278949110866 462.183594125235 462.29188526279],[0.0 0.0 0.0 0.0]
[0.0399726631231479 0.0399387054875366 0.0399095932633528 0.0399434989541412],[0.0399586691893597 0.0399399843474786 0.0399235090835682 0.0399422196944934],[1.39939337881756E-05 -1.27885994204852E-06 -1.39158202154058E-05 1.2792596477823E-06],[462.388437428336 462.278824038338 462.18223315774 462.292010374409],[0.0 0.0 0.0 0.0]
[0.0399612245065946 0.0399392743931349 0.0399210327803552 0.0399429300465753],[0.0399589057348825 0.0399399627354449 0.0399232739626386 0.0399422413138928],[2.31877171210509E-06 -6.88342309956846E-07 -2.24118228346615E-06 6.88732682482818E-07],[462.388664204256 462.278756718446 462.182013970068 462.292077732479],[0.0 0.0 0.0 0.0]
[0.0399506753364253 0.0399398240870788 0.0399315821096629 0.0399423803496042],[0.0399589449301524 0.0399399511028386 0.0399232360958113 0.0399422529534298],[-8.26959372712127E-06 -1.27015759840421E-07 8.34601385154427E-06 1.27396174401384E-07],[462.387855437824 462.278744296303 462.182830210389 462.292090191827],[0.0 0.0 0.0 0.0]
[0.0399407226787926 0.0399403476752554 0.0399415343386694 0.0399418567571999],[0.0399588051454754 0.0399399489563423 0.0399233771094503 0.039942255106417],[-1.8082466682813E-05 3.98718913045826E-07 1.81572292190582E-05 -3.98349217098359E-07],[462.386086972222 462.27878329102 462.184605987769 462.292051233266],[0.0 0.0 0.0 0.0]
[0.0399317236350907 0.0399407436152645 0.0399505323582582 0.0399414608102696],[0.0399584994902275 0.0399399556944722 0.0399236838935261 0.039942248374341],[-2.67758551368083E-05 7.8792079229173E-07 2.6848464732103E-05 -7.8756407147218E-07],[462.383468293054 462.278860349689 462.187231768156 462.291974209484],[0.0 0.0 0.0 0.0]
[0.0399236131061929 0.0399411308505504 0.0399586413804623 0.0399410735677133],[0.0399580468892657 0.0399399690099009 0.0399241375266527 0.0399422350645609],[-3.44337830727806E-05 1.16184064948704E-06 3.45038538096254E-05 -1.16149684765282E-06],[462.380100668382 462.278973977728 462.190606245748 462.291860615069],[0.0 0.0 0.0 0.0]
[0.0399165054573404 0.0399414984742827 0.0399657471282405 0.0399407059361944],[0.0399574648476324 0.0399399886443739 0.0399247205094354 0.039942215435346],[-4.09593902920627E-05 1.50982990876347E-06 4.10266188051039E-05 -1.50949915163345E-06],[462.376094839194 462.279121639123 462.194618649887 462.291712986022],[0.0 0.0 0.0 0.0]
[0.0399103113155948 0.0399418255885096 0.0399719390840198 0.0399403788135121],[0.0399567725077787 0.0399400141596827 0.0399254137074666 0.0399421899249238],[-4.64611921838845E-05 1.81142882683949E-06 4.65253765531623E-05 -1.81111141168283E-06],[462.37155093367 462.279298796899 462.199168832643 462.29153585929],[0.0 0.0 0.0 0.0]
[0.0399051302019268 0.039942081220685 0.0399771178203799 0.0399401231721603],[0.0399559871777878 0.0399400447718609 0.0399261998214363 0.0399421593172879],[-5.08569758609703E-05 2.0364488241692E-06 5.09179989435574E-05 -2.03614512758049E-06],[462.366577120415 462.279497961634 462.204148613956 462.291336724256],[0.0 0.0 0.0 0.0]
[0.0399010821743398 0.0399422730493227 0.0399811633818661 0.0399399313339817],[0.0399551275550479 0.0399400791867706 0.0399270601640257 0.0399421249066144],[-5.40453807080787E-05 2.19386255209675E-06 5.41032178403775E-05 -2.19357263266107E-06],[462.361291481103 462.279712521436 462.209439909742 462.291122192808],[0.0 0.0 0.0 0.0]
[0.0398980475962275 0.0399423792401216 0.039984195493237 0.0399398251334037],[0.0399542140496335 0.0399401162619058 0.0399279743362376 0.0399420878354465],[-5.61664534059481E-05 2.26297821580984E-06 5.62211569993254E-05 -2.26270204283646E-06],[462.355798400838 462.279933840751 462.214938340019 462.290900900503],[0.0 0.0 0.0 0.0]
[0.0398961181546057 0.039942481743261 0.0399861225513095 0.0399397226208022],[0.0399532647037214 0.0399401545050778 0.0399289243059694 0.0399420495960163],[-5.71465491157608E-05 2.3272381832265E-06 5.71982453400482E-05 -2.32697521408004E-06],[462.350209467193 462.280161444691 462.220532329555 462.290673322281],[0.0 0.0 0.0 0.0]
[0.0398950493109899 0.0399425097706354 0.0399871891332096 0.0399396945840544],[0.0399522988034494 0.0399401938342294 0.0399298907971746 0.0399420102703951],[-5.72494924594713E-05 2.31593640596939E-06 5.72983360350374E-05 -2.31568634075779E-06],[462.344610465687 462.280387943318 462.226136107964 462.290446848111],[0.0 0.0 0.0 0.0]
[0.0398949482926414 0.0399425417168451 0.0399872880662395 0.0399396626288891],[0.0399513311749196 0.0399402329724059 0.0399308589913617 0.0399419711355739],[-5.63828822782303E-05 2.30874443923196E-06 5.64290748778021E-05 -2.30850668486021E-06],[462.339096218674 462.28061373857 462.231654872614 462.290221076111],[0.0 0.0 0.0 0.0]
[0.0398957792829591 0.0399425097629547 0.0399864551942007 0.0399396945740734],[0.0399503782052521 0.0399402719890608 0.039931812508748 0.0399419321221071],[-5.45989222929949E-05 2.23777389390944E-06 5.46426854526952E-05 -2.23754803375942E-06],[462.333756442983 462.280832592902 462.236998928343 462.290002243868],[0.0 0.0 0.0 0.0]
[0.0398973983959277 0.0399423846448277 0.0399848343996133 0.0399398196837085],[0.0399494553984715 0.0399403098063663 0.0399327358512441 0.0399418943078506],[-5.20570025438066E-05 2.07483846139528E-06 5.20985483692601E-05 -2.07462414213849E-06],[462.328665267095 462.281035512145 462.242094167414 462.289799345586],[0.0 0.0 0.0 0.0]
[0.0398996797332839 0.0399423385269331 0.0399825515653955 0.0399398657937131],[0.0399485755640168 0.0399403448701571 0.0399336162132999 0.0399418592470016],[-4.88958307329548E-05 1.99365677600732E-06 4.89353520955818E-05 -1.99345328850964E-06],[462.323883253873 462.281230491817 462.246880045826 462.289604385814],[0.0 0.0 0.0 0.0]
[0.0399027136477705 0.0399422286818805 0.0399795163419338 0.0399399756311183],[0.0399477491665081 0.0399403785620303 0.0399344431324557 0.0399418255579429],[-4.50355187376766E-05 1.85011985021771E-06 4.50732094781289E-05 -1.84992682455282E-06],[462.319478779241 462.281411433576 462.251288206613 462.289423462934],[0.0 0.0 0.0 0.0]
[0.0399063585405826 0.0399420059654127 0.0399758702902193 0.039940198339965],[0.0399469880204109 0.0399404098282088 0.0399352047959444 0.0399417942944723],[-4.06294798283718E-05 1.5961372039075E-06 4.06654942749496E-05 -1.59595450734823E-06],[462.315505215302 462.281567535826 462.255265292765 462.289267378551],[0.0 0.0 0.0 0.0]
[0.0399102671261425 0.039941816039506 0.039971960632248 0.0399403882586024],[0.039946301347077 0.0399404368022067 0.0399358919824911 0.0399417673231036],[-3.60342209344833E-05 1.37923729928019E-06 3.60686497568943E-05 -1.37906450119185E-06],[462.311981067775 462.281702425262 462.258792807432 462.289132506016],[0.0 0.0 0.0 0.0]
[0.0399147522466734 0.0399416489826452 0.039967474534132 0.0399405553085393],[0.0399456923425294 0.0399404601107015 0.0399365014941302 0.0399417440171476],[-3.09400958559969E-05 1.1888719437525E-06 3.09730400017971E-05 -1.18870860829623E-06],[462.308955125783 462.281818696961 462.261821971363 462.28901625029],[0.0 0.0 0.0 0.0]
[0.039919463813371 0.0399414427564444 0.0399627620206329 0.0399407615278462],[0.0399451694361058 0.0399404802021122 0.0399370249005341 0.0399417239281794],[-2.57056227347396E-05 9.62554332212262E-07 2.57371200987622E-05 -9.62400333148761E-07],[462.306441115366 462.281912834794 462.264339062222 462.288922127518],[0.0 0.0 0.0 0.0]
[0.0399243991302229 0.0399412781585988 0.0399578257625736 0.039940926119213],[0.0399447349980621 0.0399404964688589 0.0399374598289199 0.0399417076637852],[-2.03358678391441E-05 7.81689739895453E-07 2.03659336536696E-05 -7.81544572239778E-07],[462.304452267085 462.281989284066 462.26633085094 462.288845692443],[0.0 0.0 0.0 0.0]
[0.0399294388449248 0.039941093164934 0.0399527850821325 0.0399411111064484],[0.0399443913132696 0.0399405096790757 0.0399378039919737 0.0399416944558237],[-1.49524683448268E-05 5.83485858351995E-07 1.4981090158829E-05 -5.83349375249398E-07],[462.302989915382 462.282046348995 462.267796001857 462.288788640863],[0.0 0.0 0.0 0.0]
[0.0399345837778761 0.0399409067827793 0.0399476391383537 0.0399412974822963],[0.0399441386111553 0.0399405195397345 0.039938057157731 0.0399416845973264],[-9.55483327920448E-06 3.8724304487342E-07 9.5819806227096E-06 -3.87115030066332E-07],[462.302055452497 462.282084221373 462.268733119753 462.288750781005],[0.0 0.0 0.0 0.0]
[0.0399396201325057 0.0399407152816509 0.0399426017120004 0.0399414889771768],[0.0399439771314413 0.0399405260839752 0.0399382190842436 0.0399416780551542],[-4.3569989355563E-06 1.89197675685981E-07 4.38262775686454E-06 -1.89077977358343E-07],[462.301629337914 462.282102724909 462.269161740835 462.288732289175],[0.0 0.0 0.0 0.0]
[0.0399444566231985 0.0399405376614501 0.0399377640884486 0.0399416665913339],[0.0399439034968852 0.0399405292813346 0.0399382931466639 0.0399416748597716],[5.53126313335151E-07 8.38011551124174E-09 -5.29058215362199E-07 -8.26843773310548E-09],[462.301683433678 462.282103544484 462.269109998931 462.288731480522],[0.0 0.0 0.0 0.0]
[0.0399491085270062 0.0399403637107887 0.0399331109923667 0.0399418405360605],[0.0399439128448779 0.039940529422955 0.039938284206058 0.0399416747200366],[5.19568212829086E-06 -1.65712166273757E-07 -5.17321369122165E-06 1.65816023946219E-07],[462.302191571494 462.282087337831 462.268604058529 462.288747697332],[0.0 0.0 0.0 0.0]
