r,y,e,u,d
[0.0402040177915582 0.0399411119577064 0.0396782780642998 0.0399410922515226],[0.0399184861688808 0.039940445359506 0.0399636270593613 0.0399417588042539],[0.000285531622677408 6.66598200416146E-07 -0.000285348995061531 -6.66552731329317E-07],[462.18244375125 462.281682251405 462.387846121105 462.289152890748],[0.0 0.0 0.0 0.0]
[0.0402016113629477 0.0399412699564976 0.0396806681079173 0.0399409342523622],[0.0399233103447567 0.0399404566247185 0.039958803535204 0.0399417475396263],[0.000278301018190964 8.13331779161985E-07 -0.000278135427286774 -8.13287264082863E-07],[462.209661596387 462.28176179527 462.360644470761 462.289073351238],[0.0 0.0 0.0 0.0]
[0.040196658540724 0.0399418543239089 0.0396856082745451 0.0399403498864185],[0.0399280126370599 0.0399404703696651 0.039954102228977 0.0399417337952122],[0.000268645903664134 1.38395424373328E-06 -0.00026849395443191 -1.38390879370065E-06],[462.23593517113 462.281897146022 462.334385756656 462.28893800493],[0.0 0.0 0.0 0.0]
[0.0401892106202301 0.0399424508183163 0.0396930474358729 0.0399397533914128],[0.0399325520551092 0.039940493757884 0.0399495641543442 0.0399417104073983],[0.000256658565120825 1.95706043226718E-06 -0.000256516718471274 -1.95701598553616E-06],[462.261036383925 462.282088546572 462.309298416466 462.288746608728],[0.0 0.0 0.0 0.0]
[0.0401799145740006 0.0399426433755136 0.0397023379130571 0.0399395608323587],[0.0399368891592857 0.0399405268313575 0.0399452287592466 0.0399416773341859],[0.000243025414714854 2.11654415613327E-06 -0.000242890846189475 -2.11650182726369E-06],[462.284804274338 462.282295544632 462.285543686858 462.288539614807],[0.0 0.0 0.0 0.0]
[0.0401684689209202 0.0399428465429461 0.039713781535111 0.0399393576627206],[0.0399409961029083 0.0399405626000522 0.0399411238721793 0.0399416415657074],[0.000227472818011852 2.28394289384509E-06 -0.000227342337068337 -2.28390298683684E-06],[462.307051120482 462.282518914293 462.263309601752 462.288316249049],[0.0 0.0 0.0 0.0]
[0.0401552977652121 0.0399434766867672 0.039726953553346 0.0399387275138939],[0.0399448404108647 0.0399406011977323 0.0399372819480543 0.0399416029681991],[0.000210457354347417 2.8754890349092E-06 -0.000210328394708331 -2.87545430518316E-06],[462.32763385394 462.282800137178 462.242739480549 462.28803502956],[0.0 0.0 0.0 0.0]
[0.0401406312877707 0.0399437028981983 0.0397416233117645 0.0399385012985923],[0.0399483973209466 0.0399406497923213 0.039933727712038 0.0399415543736171],[0.000192233966824107 3.05310587702529E-06 -0.000192104400273438 -3.05307502480173E-06],[462.346434339735 462.283098730994 462.223951666366 462.287736438762],[0.0 0.0 0.0 0.0]
[0.0401248829816893 0.0399439397349109 0.0397573765922809 0.039938264457376],[0.0399516463785067 0.0399407013885947 0.0399304815725336 0.0399415027773141],[0.000173236603182601 3.23834631618669E-06 -0.000173104980252671 -3.23831993813417E-06],[462.363376882986 462.283415441328 462.20702199584 462.287419731007],[0.0 0.0 0.0 0.0]
[0.0401081310131053 0.0399446035723006 0.0397741348779004 0.0399376006090972],[0.039954574463806 0.0399407561153942 0.0399275565942213 0.0399414480504489],[0.000153556549299272 3.84745690642369E-06 -0.000153421716320913 -3.84744135168563E-06],[462.378394716574 462.28379172269 462.19201734892 462.287043451166],[0.0 0.0 0.0 0.0]
[0.0400905984910103 0.0399444468567342 0.0397916745350654 0.0399377573242878],[0.0399571700019696 0.0399408211359757 0.0399249642962411 0.03994138302962],[0.000133428489040764 3.62572075848777E-06 -0.000133289761175652 -3.62570533217477E-06],[462.391444025467 462.284146318253 462.178981607615 462.286688857112],[0.0 0.0 0.0 0.0]
[0.0400727198417717 0.0399447147805121 0.0398095604368214 0.0399374893935928],[0.0399594253876775 0.0399408824093477 0.0399227122271997 0.0399413217561247],[0.000113294454094186 3.83237116442781E-06 -0.00011315179037831 -3.83236253185398E-06],[462.40252422534 462.284521124229 462.167915360256 462.28631405198],[0.0 0.0 0.0 0.0]
[0.0400545831331804 0.0399445755929192 0.0398277042107726 0.0399376285808107],[0.039961340491128 0.0399409471750881 0.0399208004599526 0.0399412569902265],[9.32426420523561E-05 3.62841783110857E-06 -9.30962491800386E-05 -3.62840941581233E-06],[462.411643357595 462.284875983566 462.158810545227 462.285959193467],[0.0 0.0 0.0 0.0]
[0.0400363842039016 0.039945276351456 0.0398459096463088 0.0399369278059988],[0.039962916677776 0.0399410084941364 0.0399192275774063 0.0399411956711296],[7.34675261255813E-05 4.26785731955787E-06 -7.33179310975357E-05 -4.26786513089278E-06],[462.418828483118 462.285293380097 462.151640050101 462.285541796172],[0.0 0.0 0.0 0.0]
[0.0400184276415469 0.0399447380863275 0.0398638717666069 0.0399374660791362],[0.0399641586049962 0.0399410806195586 0.0399179888759051 0.0399411235454716],[5.42690365507026E-05 3.65746676893319E-06 -5.41171092981949E-05 -3.65746633537029E-06],[462.424135995976 462.28565108042 462.146347395731 462.285184095891],[0.0 0.0 0.0 0.0]
[0.0400009977089746 0.0399450366969441 0.0398813060351043 0.0399371674596057],[0.039965076004937 0.0399411424296277 0.0399170745833214 0.0399410617354244],[3.5921704037524E-05 3.89426731638165E-06 -3.57685482171299E-05 -3.89427581868468E-06],[462.427649139348 462.286031939841 462.142849231001 462.284803235638],[0.0 0.0 0.0 0.0]
[0.0399842286474533 0.0399453423548134 0.0398980781185203 0.039936861791758],[0.03996568325514 0.0399412082416062 0.0399164702900073 0.039940995923423],[1.85453923133017E-05 4.13411320725199E-06 -1.83921714869903E-05 -4.13413166498733E-06],[462.429462879087 462.286436256195 462.141050476263 462.284398917479],[0.0 0.0 0.0 0.0]
[0.0399683645240461 0.0399448216350141 0.0399139438645646 0.0399373825207163],[0.0399659967636 0.0399412781069694 0.0399161595644363 0.0399409260579946],[2.36776044615361E-06 3.5435280447832E-06 -2.21569987169518E-06 -3.5435372783138E-06],[462.429694446106 462.286782813309 462.140833780771 462.284052359463],[0.0 0.0 0.0 0.0]
[0.0399534346941901 0.0399447190186985 0.0399288740003336 0.0399374851367308],[0.0399660367905004 0.0399413379916563 0.0399161221314933 0.0399408661734605],[-1.26020963103143E-05 3.38102704228183E-06 1.27518688403383E-05 -3.38103672974793E-06],[462.428461960835 462.287113477821 462.142080913798 462.283721694003],[0.0 0.0 0.0 0.0]
[0.0399396042434658 0.039944618737097 0.0399427035025515 0.0399375854181263],[0.0399658237527711 0.039941395130161 0.0399163375670392 0.0399408090351704],[-2.62195093053488E-05 3.2236069360328E-06 2.63659355123624E-05 -3.22361704407914E-06],[462.425897692301 462.287428746644 462.144659502818 462.283406424192],[0.0 0.0 0.0 0.0]
[0.0399270315881366 0.0399445199127621 0.039955274075792 0.0399376842423664],[0.0399653805152607 0.0399414496083437 0.0399167830063149 0.0399407545572538],[-3.83489271240586E-05 3.07030441841494E-06 3.84910694770993E-05 -3.07031488734621E-06],[462.422147166463 462.287729022477 462.148423930181 462.283106147334],[0.0 0.0 0.0 0.0]
[0.0399157384130266 0.0399440050462889 0.0399665642236198 0.0399381991178139],[0.0399647322358924 0.0399415014957852 0.0399174332981191 0.0399407026701205],[-4.89938228657102E-05 2.50355050365747E-06 4.91309255007052E-05 -2.50355230662497E-06],[462.417355569608 462.287973869767 462.153228935677 462.282861299869],[0.0 0.0 0.0 0.0]
[0.039905765155796 0.0399439039532619 0.0399765336991361 0.0399383002110717],[0.0399639040147774 0.0399415438052404 0.0399182633538913 0.0399406603610804],[-5.81388589813783E-05 2.36014802151158E-06 5.82703452447694E-05 -2.36015000872752E-06],[462.411669588039 462.28820469229 462.158927776605 462.282630477151],[0.0 0.0 0.0 0.0]
[0.0398973402479418 0.0399438010402013 0.0399849542621135 0.0399384031245143],[0.0399629212115938 0.0399415836912454 0.0399192478292615 0.0399406204755028],[-6.55809636519178E-05 2.21734895584219E-06 6.57064328519683E-05 -2.21735098848708E-06],[462.405255768484 462.288421549063 462.165353867051 462.28241362018],[0.0 0.0 0.0 0.0]
[0.0398903343654838 0.039943278938288 0.0399919554561184 0.039938925234873],[0.0399618126185162 0.0399416211639945 0.0399203579516245 0.0399405830031888],[-7.14782530324282E-05 1.65777429350644E-06 7.15975044938977E-05 -1.65776831572567E-06],[462.39826519391 462.288583679422 462.17235610442 462.282251490405],[0.0 0.0 0.0 0.0]
[0.039884766153127 0.0399427509293226 0.0399975188235863 0.0399394532513576],[0.0399606043540507 0.0399416491800564 0.0399215676223084 0.0399405549876018],[-7.5838200923696E-05 1.10174926621492E-06 7.5951201277992E-05 -1.10173624424947E-06],[462.390848216345 462.288691430522 462.179784133422 462.282143740579],[0.0 0.0 0.0 0.0]
[0.039880646465799 0.0399426321615282 0.0400016336800653 0.0399395720198459],[0.0399593224092372 0.0399416677994093 0.0399228508706081 0.0399405363687283],[-7.86759434381959E-05 9.64362118875683E-07 7.87828094572229E-05 -9.64348882456778E-07],[462.383153707505 462.288785745156 462.18748909376 462.282049427239],[0.0 0.0 0.0 0.0]
[0.0398779781395483 0.039942507216165 0.0400042973375381 0.0399396969660258],[0.0399579925178588 0.0399416840969492 0.0399241819826867 0.0399405200716463],[-8.00143783104626E-05 8.23119215870305E-07 8.01153548514108E-05 -8.23105620523235E-07],[462.375328299708 462.288866246232 462.195324377065 462.281968927493],[0.0 0.0 0.0 0.0]
[0.0398766906487654 0.0399419588886847 0.0400055804315659 0.0399402452997586],[0.0399566400250713 0.0399416980075129 0.0399255356321707 0.0399405061615175],[-7.99493763058712E-05 2.60881171713911E-07 8.00447993951278E-05 -2.60861758832887E-07],[462.367509249109 462.288891760416 462.203152760044 462.281943415207],[0.0 0.0 0.0 0.0]
[0.0398766784953413 0.0399418172778524 0.040005588529765 0.0399403869113608],[0.0399552886538826 0.0399417024163574 0.0399268881124491 0.0399405017530671],[-7.86101585413604E-05 1.14861494975027E-07 7.87004173158565E-05 -1.14841706332081E-07],[462.359821174034 462.288902993872 462.210849662429 462.281932183686],[0.0 0.0 0.0 0.0]
[0.0398779438669126 0.0399412503944588 0.0400043195008478 0.0399409537993279],[0.0399539599415538 0.0399417043574959 0.0399282178996533 0.0399404998122922],[-7.60160746411942E-05 -4.53963037085059E-07 7.61016011944643E-05 4.53987035672898E-07],[462.352386800416 462.288858596278 462.218292400546 462.281976583627],[0.0 0.0 0.0 0.0]
[0.0398804276506561 0.0399410884059773 0.0400018324746773 0.0399411157882487],[0.0399526750968761 0.0399416966856029 0.039929503796175 0.0399405074844758],[-7.22474462199821E-05 -6.08279625662067E-07 7.23286785023897E-05 6.08303772846319E-07],[462.345320998732 462.288799106519 462.225366146748 462.282036075749],[0.0 0.0 0.0 0.0]
[0.0398838525926475 0.0399409160456078 0.039998404652943 0.0399412881489757],[0.0399514539697448 0.0399416864057888 0.0399307259604284 0.0399405177645463],[-6.76013770973607E-05 -7.70360180965546E-07 6.76786925146583E-05 7.70384429339688E-07],[462.338709582702 462.288723765278 462.231985124227 462.282111419361],[0.0 0.0 0.0 0.0]
[0.0398883075785832 0.0399403162521398 0.0399939471443197 0.0399418879441951],[0.0399503113874252 0.0399416733868448 0.039931869569099 0.0399405307837117],[-6.20038088420052E-05 -1.35713470500454E-06 6.20775752207328E-05 1.35716048341172E-06],[462.332645608959 462.288591037476 462.238056312324 462.282244149684],[0.0 0.0 0.0 0.0]
[0.0398933768133508 0.0399401192654139 0.0399888756319866 0.0399420849304246],[0.0399492634282318 0.0399416504515256 0.0399329185466303 0.0399405537191451],[-5.58866148810816E-05 -1.53118611168762E-06 5.59570853563562E-05 1.53121127943051E-06],[462.327179896908 462.288441287444 462.243528916389 462.282393902177],[0.0 0.0 0.0 0.0]
[0.0398990611470596 0.0399399098838012 0.0399831892225779 0.0399422943112307],[0.0399483188707494 0.0399416245747785 0.0399338641128512 0.0399405795959707],[-4.92577236897856E-05 -1.71469097734467E-06 4.93251097266681E-05 1.71471526007327E-06],[462.322362490547 462.288273590632 462.248352913106 462.282561601364],[0.0 0.0 0.0 0.0]
[0.0399053110022699 0.0399401044309906 0.0399769374330582 0.0399420997631234],[0.0399474863595273 0.0399415955968449 0.0399346976208292 0.0399406085739461],[-4.2175357257368E-05 -1.49116585423242E-06 4.22398122289849E-05 1.49118917727037E-06],[462.318237739765 462.288127754582 462.252483967585 462.282707439695],[0.0 0.0 0.0 0.0]
[0.0399119608490494 0.0399394552817571 0.0399702857164829 0.0399427489104865],[0.0399467735551988 0.0399415703964495 0.039935411406601 0.0399406337744322],[-3.4812706149398E-05 -2.11511469241227E-06 3.48743098819299E-05 2.11513605428981E-06],[462.314833056408 462.287920896323 462.255894675788 462.282914300044],[0.0 0.0 0.0 0.0]
[0.0399188975361494 0.0399392075654576 0.0399633471606668 0.0399429966246224],[0.0399461851915862 0.0399415346514612 0.0399360007318831 0.0399406695193784],[-2.72876554367196E-05 -2.32708600361731E-06 2.73464287836381E-05 2.32710524402518E-06],[462.312164323162 462.287693307265 462.258569157069 462.283141890983],[0.0 0.0 0.0 0.0]
[0.0399258518767671 0.0399393627696115 0.0399563908935748 0.0399428414200897],[0.0399457240106022 0.0399414953242212 0.0399364628499291 0.039940708846537],[-1.98721338350999E-05 -2.13255460974893E-06 1.99280436456936E-05 2.13257355270724E-06],[462.310220828076 462.287484743382 462.260518120136 462.283350456719],[0.0 0.0 0.0 0.0]
[0.039932853075091 0.0399395066108472 0.0399493876835824 0.0399426975784428],[0.0399453881589369 0.0399414592845359 0.039936799608879 0.0399407448862038],[-1.25350838458826E-05 -1.95267368871543E-06 1.25880747033139E-05 1.95269223897399E-06],[462.308994896625 462.287293771856 462.261749234093 462.283541430059],[0.0 0.0 0.0 0.0]
[0.0399397482794607 0.0399388063082042 0.0399424903582472 0.0399433978754213],[0.039945176308796 0.0399414262848113 0.0399370123322891 0.0399407778859605],[-5.42802933529984E-06 -2.61997660708918E-06 5.47802595804447E-06 2.6199894608836E-06],[462.308464035248 462.287037538092 462.262284985141 462.283797665081],[0.0 0.0 0.0 0.0]
[0.0399465139386568 0.0399393403093681 0.03993572245673 0.0399428638769856],[0.0399450845721464 0.0399413820078463 0.0399371049045543 0.0399408221628079],[1.42936651043035E-06 -2.04169847815155E-06 -1.38244782427882E-06 2.04171417766269E-06],[462.308603827321 462.28683785994 462.262149781717 462.283997344768],[0.0 0.0 0.0 0.0]
[0.039953021931158 0.0399390321574648 0.0399292121047699 0.0399431720255405],[0.039945108729208 0.0399413475036574 0.0399370815427844 0.0399408566670351],[7.91320195001749E-06 -2.31534619261897E-06 -7.86943801449336E-06 2.31535850533926E-06],[462.30937773863 462.286611419036 462.261380150522 462.284223786876],[0.0 0.0 0.0 0.0]
[0.0399591429943891 0.0399391278404295 0.0399230885890482 0.0399430763421975],[0.0399452424667028 0.0399413083749093 0.0399369485585103 0.0399408957957701],[1.39005276863086E-05 -2.18053447979122E-06 -1.38599694621197E-05 2.18054642738691E-06],[462.310737210515 462.28639816272 462.260024645231 462.28443704436],[0.0 0.0 0.0 0.0]
[0.0399646683438217 0.0399387963381036 0.039917560751811 0.0399434078402466],[0.03994547739386 0.0399412715244616 0.0399367143418182 0.0399409326462464],[1.91909499617365E-05 -2.47518635797944E-06 -1.9153590007176E-05 2.47519400024127E-06],[462.312614085805 462.286156089445 462.258151423746 462.284679118383],[0.0 0.0 0.0 0.0]
[0.0399697906173005 0.0399392854257659 0.0399124359563961 0.0399429187560063],[0.0399458017334247 0.0399412296944968 0.0399363906704827 0.0399409744761848],[2.39888838758084E-05 -1.94426873088155E-06 -2.39547140865812E-05 1.94427982146833E-06],[462.314960199127 462.285965939924 462.25580865223 462.284869268988],[0.0 0.0 0.0 0.0]
[0.0399733880006883 0.0400768760038739 0.0399088363065204 0.039805278423564],[0.039946207163052 0.0399411968369084 0.0399359858680962 0.0399410073338691],[2.71808376363578E-05 0.000135679166965497 -2.71495615758038E-05 -0.000135728910305159],[462.31761848559 462.299235365163 462.253153424566 462.27159497885],[0.0 0.0 0.0 0.0]
[0.0399763188992863 0.0402072144590413 0.0399059032812243 0.0396747933439145],[0.0399466665415113 0.0399434898086658 0.0399355270795729 0.0399387135927456],[2.96523577750438E-05 0.000263724650375483 -2.96237983485326E-05 -0.000263920248831068],[462.320518486773 462.325027641237 462.250256216496 462.245783573243],[0.0 0.0 0.0 0.0]
[0.0399786921020177 0.0403284872178881 0.0399035280974044 0.0395532899503412],[0.0399471676937015 0.0399479469315711 0.0399350264830149 0.039934253679711],[3.1524408316122E-05 0.000380540286316976 -3.14983856105275E-05 -0.00038096372936984],[462.323601574536 462.362244488838 462.247175673754 462.208525312902],[0.0 0.0 0.0 0.0]
[0.0399803294775216 0.0404392670113805 0.0399018889639321 0.0394422128513787],[0.0399477004887198 0.0399543787550922 0.0399344942122616 0.0399278163214511],[3.2628988801818E-05 0.000484888256288327 -3.26052483294662E-05 -0.000485603470072385],[462.326792690292 462.409666569987 462.243986879816 462.161033283831],[0.0 0.0 0.0 0.0]
[0.0399815975717276 0.0405389270828593 0.039900619253687 0.0393422073402221],[0.0399482519560296 0.0399625749994003 0.0399339432410907 0.0399196115589275],[3.33456156980314E-05 0.000576352083458992 -3.3323987403619E-05 -0.000577404218705391],[462.330053892174 462.46603381526 462.240727793182 462.10456313971],[0.0 0.0 0.0 0.0]
[0.0399820699008878 0.0406255638249057 0.0399001455952087 0.0392552021484387],[0.0399488155390881 0.0399723183837764 0.0399333801284249 0.0399098568269858],[3.32543617997602E-05 0.00065324544112938 -3.3234533216249E-05 -0.000654654678547112],[462.333306169422 462.529921232449 462.23747745517 462.040537899074],[0.0 0.0 0.0 0.0]
[0.0399819416670764 0.0406984839817447 0.039900272743664 0.0391819137780912],[0.0399493775837994 0.0399833631065727 0.0399328185313209 0.0398987984589237],[3.25640832769883E-05 0.000715120875172046 -3.25457876569138E-05 -0.000716884680832572],[462.336490937417 462.599860068323 462.234294476487 461.970426562971],[0.0 0.0 0.0 0.0]
[0.0399811997172893 0.0407577917298406 0.0399010138642886 0.0391222573591876],[0.0399499279656804 0.0399954557352296 0.0399322685764656 0.0398866906649104],[3.12717516088162E-05 0.000762335994611001 -3.12547121770479E-05 -0.000764433305722872],[462.339549315349 462.674416543821 462.231237765012 461.895664970405],[0.0 0.0 0.0 0.0]
[0.0399798169469703 0.0408027306018752 0.0399023960719773 0.0390770114439677],[0.0399504565087852 0.0400083487806826 0.0399317404416152 0.0398737818246298],[2.93604381850568E-05 0.000794381821192562 -2.93443696378556E-05 -0.000796770380662094],[462.342420766789 462.752107101798 462.228367885076 461.817740811263],[0.0 0.0 0.0 0.0]
[0.0399778433673664 0.0408329262416305 0.0399043693339397 0.0390465692574079],[0.0399509527507888 0.0400217860134061 0.0399312445904671 0.0398603291379663],[2.68906165775892E-05 0.000811140228224441 -2.68752565273714E-05 -0.000813759880558464],[462.345050669628 462.831436632318 462.225739484451 461.738155078693],[0.0 0.0 0.0 0.0]
[0.0399754977117319 0.0408492187969005 0.0399067148370605 0.0390300999389391],[0.0399514072512548 0.0400355090481948 0.039930790464251 0.0398465919430953],[2.4090460477029E-05 0.000813709748705621 -2.4075627190534E-05 -0.000816492004156247],[462.347406717143 462.911017461992 462.223384887631 461.65830214438],[0.0 0.0 0.0 0.0]
[0.0399725958520478 0.040851178283965 0.0399096167508033 0.0390280469055128],[0.0399518144261711 0.0400492779181776 0.0399303836471279 0.0398328110063536],[2.07814258767897E-05 0.000801900365787353 -2.07668963246518E-05 -0.000804764100840835],[462.349439141009 462.989443333782 462.221353884755 461.579596199245],[0.0 0.0 0.0 0.0]
[0.0399693428132845 0.0408391766709577 0.0399128699679636 0.039040043662816],[0.0399521656737326 0.0400628492763031 0.0399300327408412 0.0398192303481887],[1.71771395519049E-05 0.000776327394654545 -1.71627728775409E-05 -0.00077918668537276],[462.3511190656 463.065368168483 462.219675365225 461.503391725854],[0.0 0.0 0.0 0.0]
[0.0399655928892591 0.0408148086337166 0.0399166202122586 0.039064489668856],[0.0399524560028293 0.0400759900278243 0.0399297427359873 0.0398060835235799],[1.31368864298223E-05 0.000738818605892359 -1.31225237286828E-05 -0.000741593854723867],[462.352403853356 463.137624642895 462.218391982142 461.430863832052],[0.0 0.0 0.0 0.0]
[0.03996168098703 0.0407779936028745 0.0399205324603636 0.0391014667962757],[0.0399526780440247 0.0400884978760576 0.0399295210012239 0.0397935729999653],[9.00294300532761E-06 0.00068949572681689 -8.9885408602608E-06 -0.000692106203689674],[462.353284341361 463.205057338748 462.217512902667 461.363175831508],[0.0 0.0 0.0 0.0]
[0.039957527190504 0.0407302928522709 0.0399246866284677 0.0391494017570611],[0.0399528302131797 0.0401001724718523 0.0399293691198205 0.0397818990958482],[4.6969773243033E-06 0.000630120380418583 -4.68249135284621E-06 -0.000632497338787084],[462.353743705838 463.266683124537 462.217054954919 461.301317579143],[0.0 0.0 0.0 0.0]
[0.0399532075920058 0.0406720136439451 0.0399290065839465 0.0392079805555288],[0.0399529096023423 0.0401108432060633 0.0399292899988219 0.03977123212496],[2.97989663465559E-07 0.000561170437881786 -2.83414875436316E-07 -0.000563251569431163],[462.353772849233 463.321565604569 462.217027236938 461.246231564404],[0.0 0.0 0.0 0.0]
[0.0399488900447589 0.0406051131487281 0.0399333244217987 0.0392752273024738],[0.0399529146390203 0.0401203475068417 0.0399292852099062 0.0397617341773638],[-4.02459426147861E-06 0.000484765641886389 4.03921189245232E-06 -0.000486506874890026],[462.353379243833 463.368975694027 462.217422271942 461.198651182323],[0.0 0.0 0.0 0.0]
[0.0399444052627238 0.0405298876503696 0.0399378094447126 0.0393508355917915],[0.0399528466145891 0.0401285586790544 0.0399293534612736 0.0397535312662268],[-8.44135186528483E-06 0.000401328971315194 8.45598343891807E-06 -0.000402695674435377],[462.352553679452 463.408225675437 462.218249267291 461.159267537321],[0.0 0.0 0.0 0.0]
[0.0399400521794819 0.0404487059102779 0.0399421626570097 0.0394324143673817],[0.0399527039374978 0.0401353572002002 0.039929496343898 0.0397467421218493],[-1.26517580159718E-05 0.000313348710077717 1.26663131117116E-05 -0.000314327754467533],[462.351316337266 463.43887118554 462.219488032967 461.128526276657],[0.0 0.0 0.0 0.0]
[0.039935780382642 0.040362284818523 0.0399464344765423 0.0395192339588937],[0.0399524900959195 0.0401406657342131 0.0399297103698732 0.0397414431966368],[-1.6709713277531E-05 0.000221619084309899 1.67241066691137E-05 -0.000222209237743076],[462.349682126974 463.460545536412 462.221123650933 461.106794208768],[0.0 0.0 0.0 0.0]
[0.0399314488183064 0.0402717618044491 0.0399507659654297 0.0396101423819166],[0.0399522076671567 0.0401444204611999 0.0399299929623165 0.0397376974149687],[-2.07588488502913E-05 0.000127341343249224 2.07730031132822E-05 -0.000127555033052069],[462.347651911141 463.472999522325 462.223155251052 461.094319323988],[0.0 0.0 0.0 0.0]
[0.0399273849401387 0.0401787955705405 0.0399548296388361 0.0397034655725405],[0.0399518568010068 0.0401465779901161 0.0399303439716174 0.0397355472992159],[-2.44718608680694E-05 3.22175804243555E-05 2.44856672187432E-05 -3.20817266754037E-05],[462.34525856266 463.476150402334 462.225549949795 461.091181730478],[0.0 0.0 0.0 0.0]
[0.0399235801698655 0.0400848620720063 0.0399586340881216 0.0397977154484215],[0.0399514431794909 0.0401471238578588 0.0399307577171908 0.0397350065266846],[-2.78630096254076E-05 -6.22617858524674E-05 2.78763709307961E-05 6.27089217368967E-05],[462.342533559762 463.470061198434 462.228276259429 461.097314664276],[0.0 0.0 0.0 0.0]
[0.0399200529263196 0.0399909193396827 0.0399621609071804 0.0398919260181018],[0.0399509722436454 0.0401460689495661 0.0399312287596527 0.0397360635574621],[-3.09193173258504E-05 -0.000155149609883373 3.09321475277236E-05 0.000155862460639741],[462.33950964991 463.454887563489 462.231301424075 461.11255801604],[0.0 0.0 0.0 0.0]
[0.0399166794533045 0.039898318478327 0.0399655338642848 0.0399847393699952],[0.0399504496538566 0.0401434402929429 0.0399317514405142 0.0397386908588464],[-3.37702005521121E-05 -0.000245121814615966 3.37824237705772E-05 0.000246048511148865],[462.336206923622 463.430914645124 462.234605345794 461.136621565344],[0.0 0.0 0.0 0.0]
[0.0399137137181703 0.0398082118099653 0.0399684990094134 0.0400749997405773],[0.0399498788831296 0.0401392874377107 0.039932322288278 0.0397428385615346],[-3.61651649592939E-05 -0.000331075627745411 3.6176721135435E-05 0.000332161179042681],[462.332669969766 463.398535442118 462.238143429844 461.169106935288],[0.0 0.0 0.0 0.0]
[0.0399110994506922 0.0397216914495475 0.0399711126330393 0.0401616143811855],[0.0399492676381718 0.0401336786934853 0.0399329335988619 0.039748438230822],[-3.81681874795717E-05 -0.00041198724393781 3.81790341773755E-05 0.000413176150363501],[462.328937120268 463.358243081433 462.241877340149 461.209515571045],[0.0 0.0 0.0 0.0]
[0.0399090154837403 0.0396397213458478 0.0399731959369193 0.0402436214197788],[0.0399486225442326 0.0401266997747727 0.0399335787494045 0.039755404224453],[-3.96070604923582E-05 -0.000486978428924839 3.96171875147802E-05 0.000488217195325796],[462.325063548961 463.310616581359 462.245751901879 461.257263222499],[0.0 0.0 0.0 0.0]
[0.0399073692672608 0.0395632235984727 0.0399748414900782 0.0403201031433668],[0.0399479531369022 0.040118451314399 0.0399342482074178 0.0397636361684139],[-4.05838696413766E-05 -0.000555227715926261 4.05932826604283E-05 0.000556466974952874],[462.3210944457 463.256315299653 462.249721925734 461.311685703762],[0.0 0.0 0.0 0.0]
[0.0399059386414052 0.0394929502034876 0.0399762714477763 0.0403903139596609],[0.0399472672261309 0.0401090478792677 0.0399349341654744 0.0397730199270286],[-4.13285847256709E-05 -0.000616097675780143 4.13372823019273E-05 0.000617294032632221],[462.317052509288 463.196060934657 462.253764712769 461.372057072482],[0.0 0.0 0.0 0.0]
[0.039904813460739 0.03942958108151 0.0399773959768884 0.0404535818548278],[0.0399465687349304 0.0400986148297385 0.0399356327019252 0.0397834307136772],[-4.17552741914171E-05 -0.000669033748228472 4.17632749632121E-05 0.000670151141150509],[462.312968842638 463.130629420719 462.257849161894 461.43759786747],[0.0 0.0 0.0 0.0]
[0.0399041236617583 0.0393736440899946 0.0399780851724243 0.0405093878875443],[0.0399458630384861 0.0400872868933318 0.0399363384432005 0.0397947344883112],[-4.17393767277313E-05 -0.000713642803337182 4.17467292237877E-05 0.000714653399233101],[462.308886730761 463.0608351403 462.261931992846 461.507490984188],[0.0 0.0 0.0 0.0]
[0.0399038443261428 0.0393255930322146 0.039978363964784 0.040557287744403],[0.0399451576169511 0.0400752054098607 0.0399370439111079 0.0398067906739378],[-4.13132908083022E-05 -0.000749612377646029 4.13200536760749E-05 0.000750497070465199],[462.304846290095 462.987523034795 462.265973094921 461.580889612668],[0.0 0.0 0.0 0.0]
[0.039903977206007 0.0392857287011291 0.0399782306145346 0.0405969901386733],[0.0399444594026679 0.0400625169469578 0.0399377421748639 0.0398194535070961],[-4.04821966608973E-05 -0.000776788245828643 4.0488439670687E-05 0.00077753663157714],[462.300887130453 462.91155312884 462.269932865129 461.656932710765],[0.0 0.0 0.0 0.0]
[0.0399043684597001 0.0392542266224578 0.0399778389474348 0.0406283286225174],[0.0399437752401908 0.0400493706058953 0.0399384263911731 0.0398325746917062],[-3.9406780490775E-05 -0.00079514398343751 3.94125562617267E-05 0.000795753930811258],[462.297033146534 462.833788031379 462.273787413919 461.734757461091],[0.0 0.0 0.0 0.0]
[0.0399050592037913 0.0392311207869386 0.0399771478587026 0.0406512774083888],[0.0399431092582295 0.0400359158472585 0.0399390924317004 0.0398460055372175],[-3.80500544382434E-05 -0.000804795060319878 3.80554270022274E-05 0.000805271871171319],[462.29331185045 462.755079058407 462.277509235439 461.813513066173],[0.0 0.0 0.0 0.0]
